1	10.090	25.810
2	30.930	56.250
3	42.770	68.470
4	49.100	74.120
5	52.750	76.930
6	55.880	79.390
7	58.120	81.240
8	59.710	82.490
9	60.590	83.120
10	61.690	83.940
11	62.310	84.340
12	63.020	84.840
13	63.660	85.230
14	64.080	85.500
15	64.730	85.990
16	65.060	86.140
17	65.320	86.370
18	65.710	86.540
19	65.930	86.790
20	66.350	87.030
21	66.620	87.170
22	67.050	87.360
23	67.290	87.540
24	67.460	87.750
25	67.770	87.890
26	68.010	87.980
27	68.130	88.120
28	68.480	88.260
29	68.620	88.490
30	68.830	88.650
31	68.780	88.690
32	68.920	88.650
33	69.120	88.730
34	69.250	88.850
35	69.370	89.010
36	69.520	89.070
37	69.570	89.140
38	69.730	89.200
39	69.850	89.270
40	70.020	89.360
41	70.150	89.450
42	70.210	89.470
43	70.310	89.410
44	70.450	89.450
45	70.480	89.580
46	70.590	89.630
47	70.680	89.570
48	70.670	89.680
49	70.700	89.670
50	70.780	89.770
51	71.000	89.900
52	71.060	89.850
53	71.120	89.890
54	71.150	89.920
55	71.190	90.050
56	71.340	90.110
57	71.420	90.140
58	71.320	90.060
59	71.570	90.150
60	71.700	90.220
61	71.750	90.230
62	71.730	90.250
63	71.490	90.080
64	71.690	90.190
65	71.760	90.260
66	72.020	90.360
67	71.930	90.440
68	72.060	90.470
69	71.970	90.480
70	71.950	90.380
71	71.910	90.350
72	71.740	90.220
73	72.010	90.450
74	72.160	90.590
75	72.250	90.720
76	72.420	90.800
77	72.430	90.760
78	72.590	90.760
79	72.540	90.840
80	72.310	90.640
81	72.340	90.630
82	72.550	90.760
83	72.600	90.820
84	72.690	90.950
85	72.880	90.970
86	72.950	91.010
87	73.020	91.060
88	72.970	91.120
89	73.140	91.160
90	73.120	91.100
91	73.090	91.130
92	73.140	91.100
93	73.130	91.080
94	73.100	91.120
95	73.150	91.210
96	72.910	91.050
97	73.060	91.150
98	73.230	91.260
99	73.270	91.300
100	73.140	91.200
101	73.290	91.250
102	73.410	91.360
103	73.450	91.440
104	73.610	91.450
105	73.540	91.410
106	73.390	91.320
107	73.420	91.330
108	73.500	91.350
109	73.560	91.370
110	73.570	91.400
111	73.710	91.470
112	73.630	91.410
113	73.750	91.500
114	73.970	91.590
115	73.890	91.570
116	73.940	91.660
117	74.010	91.720
118	73.980	91.610
119	74.150	91.630
120	74.150	91.730
121	73.880	91.600
122	74.030	91.660
123	74.080	91.730
124	74.110	91.740
125	74.090	91.730
126	74.090	91.700
127	74.070	91.690
128	74.190	91.790
129	74.370	91.820
130	74.330	91.800
131	74.460	91.890
132	74.500	91.940
133	74.640	92.000
134	74.730	91.960
135	74.730	91.930
136	74.810	91.940
137	74.860	92.020
138	74.920	92.020
139	74.840	92.090
140	74.840	92.130
141	74.800	92.120
142	74.760	92.110
143	74.810	92.080
144	74.820	92.140
145	75.000	92.170
146	74.950	92.230
147	75.110	92.230
148	75.130	92.230
149	75.070	92.200
150	75.070	92.160
151	75.110	92.150
152	75.100	92.210
153	75.140	92.200
154	75.020	92.230
155	75.090	92.300
156	75.230	92.280
157	75.190	92.310
158	75.160	92.290
159	75.300	92.290
160	75.300	92.340
161	75.300	92.350
162	75.280	92.310
163	75.240	92.300
164	75.300	92.430
165	75.330	92.480
166	75.430	92.520
167	75.380	92.550
168	75.450	92.460
169	75.430	92.490
170	75.470	92.510
171	75.450	92.510
172	75.440	92.510
173	75.430	92.420
174	75.490	92.420
175	75.640	92.480
176	75.650	92.500
177	75.690	92.530
178	75.770	92.570
179	75.730	92.590
180	75.650	92.540
181	75.690	92.600
182	75.770	92.560
183	75.770	92.610
184	75.810	92.650
185	75.810	92.710
186	75.810	92.680
187	75.770	92.640
188	75.700	92.620
189	75.760	92.670
190	75.840	92.620
191	75.730	92.620
192	75.720	92.610
193	75.860	92.660
194	75.890	92.670
195	75.890	92.730
196	75.930	92.770
197	75.900	92.750
198	75.850	92.760
199	75.850	92.790
200	75.930	92.740
201	75.920	92.660
202	75.870	92.710
203	75.910	92.700
204	76.000	92.740
205	76.020	92.710
206	75.960	92.660
207	76.010	92.670
208	76.090	92.740
209	76.170	92.720
210	76.070	92.750
211	76.060	92.850
212	76.050	92.850
213	76.070	92.800
214	76.130	92.850
215	76.100	92.850
216	76.050	92.880
217	76.140	92.900
218	76.150	92.890
219	76.170	92.940
220	76.200	92.900
221	76.160	92.930
222	76.180	92.940
223	76.200	92.940
224	76.270	92.950
225	76.230	92.970
226	76.190	93.000
227	76.210	92.960
228	76.290	92.940
229	76.290	92.890
230	76.220	92.940
231	76.200	92.880
232	76.270	92.880
233	76.330	92.950
234	76.280	92.910
235	76.280	92.910
236	76.310	92.950
237	76.370	92.960
238	76.290	92.970
239	76.300	92.970
240	76.350	93.020
241	76.350	92.990
242	76.350	93.010
243	76.320	93.020
244	76.370	93.000
245	76.400	92.990
246	76.480	93.010
247	76.510	93.040
248	76.450	93.050
249	76.460	93.020
250	76.420	93.110
251	76.470	93.070
252	76.500	93.050
253	76.490	93.080
254	76.430	93.090
255	76.440	93.100
256	76.450	93.120
257	76.470	93.080
258	76.520	93.080
259	76.450	93.070
260	76.520	93.120
261	76.590	93.140
262	76.640	93.100
263	76.540	93.070
264	76.560	93.120
265	76.580	93.100
266	76.590	93.080
267	76.640	93.080
268	76.630	93.100
269	76.580	93.120
