step,E,var
0,-2.53333333,3.98e+0
1000,-5.99887234,1.66e-3
2000,-5.99926792,1.01e-3
3000,-5.99988192,1.86e-4
4000,-5.99995506,7.54e-5
5000,-5.99998719,2.74e-5
6000,-5.99999462,1.19e-5
7000,-5.99999699,8.37e-6
8000,-5.99999731,7.58e-6
