step,E,var
0,-4.53333333,3.98e+0
1000,-7.14117898,3.46e-3
2000,-7.14183689,1.49e-3
3000,-7.14208631,7.96e-4
4000,-7.14218455,5.06e-4
5000,-7.14222258,3.58e-4
6000,-7.14225423,2.61e-4
7000,-7.14226191,2.22e-4
8000,-7.14226527,2.01e-4
