step,E,var
0,-3.53333333,3.98e+0
1000,-6.44603972,4.75e-3
2000,-6.44543855,4.51e-3
3000,-6.44676051,1.30e-3
4000,-6.44688130,8.68e-4
5000,-6.44695947,5.75e-4
6000,-6.44698577,4.45e-4
7000,-6.44700846,3.71e-4
8000,-6.44701532,3.39e-4
