step,E,var
0,-3.53333333,3.98e+0
1000,-6.44588579,3.62e-3
2000,-6.44637117,1.90e-3
3000,-6.44685042,9.15e-4
4000,-6.44690132,7.03e-4
5000,-6.44696539,5.25e-4
6000,-6.44698380,4.48e-4
7000,-6.44699471,4.02e-4
8000,-6.44700052,3.76e-4
