step,E,var
0,-2.53333333,3.98e+0
1000,-5.99994816,2.39e-4
2000,-5.99998211,8.24e-5
3000,-5.99999174,3.81e-5
4000,-5.99999552,2.07e-5
5000,-5.99999723,1.27e-5
6000,-5.99999801,9.16e-6
7000,-5.99999841,7.34e-6
8000,-5.99999865,6.26e-6
