step,E,var
0,-4.53333333,3.98e+0
1000,-7.13958765,1.03e-2
2000,-7.14139280,3.35e-3
3000,-7.14176039,2.02e-3
4000,-7.14207549,1.04e-3
5000,-7.14218024,6.25e-4
6000,-7.14222341,4.60e-4
7000,-7.14223581,3.88e-4
8000,-7.14224053,3.52e-4
