step,E,var
0,-1.53333333,3.98e+0
1000,-6.40496685,2.48e-1
2000,-6.50799653,7.51e-2
3000,-6.52132380,4.64e-2
4000,-6.52631847,3.63e-2
5000,-6.52867984,2.76e-2
6000,-6.52998318,2.54e-2
7000,-6.53069018,2.36e-2
8000,-6.53108664,2.30e-2
