201	256	0	0	239
202	228	0	0	211
203	246	0	0	221
204	225	0	0	210
205	249	0	0	231
206	232	0	0	213
207	248	0	0	231
208	257	0	0	240
209	241	0	0	221
210	250	0	0	231
211	254	0	0	231
212	256	0	0	238
213	226	0	0	207
214	236	0	0	216
215	261	0	0	243
216	271	0	0	252
217	224	0	0	208
218	229	0	0	214
219	256	0	0	236
220	237	0	0	218
221	255	0	0	237
222	245	0	0	222
223	257	0	0	240
224	231	0	0	213
225	273	0	0	242
226	239	0	0	211
227	231	0	0	213
228	218	0	1	208
229	269	0	0	252
230	256	0	0	231
231	227	0	0	208
232	221	0	0	208
233	239	0	0	210
234	263	0	0	241
235	315	0	0	288
236	215	0	0	204
237	231	0	0	214
238	257	0	0	235
239	282	0	0	267
240	261	0	0	237
241	214	0	0	204
242	222	0	0	212
243	269	0	0	248
244	260	0	0	242
245	220	0	0	208
246	214	0	0	204
247	272	0	0	237
248	250	0	0	227
249	248	0	0	230
250	224	0	0	206
251	228	0	0	211
252	266	0	0	246
253	292	0	0	273
254	272	0	0	240
255	211	0	0	199
256	230	0	0	212
257	249	0	0	232
258	239	0	1	205
259	347	0	1	319
260	212	0	0	203
261	223	0	1	208
262	237	0	0	218
263	259	0	0	240
264	252	0	1	232
265	246	0	0	225
266	232	0	0	214
267	234	0	0	217
268	260	0	0	235
269	265	0	0	243
270	237	0	0	212
271	251	0	0	231
272	271	0	0	250
273	219	0	0	208
274	246	0	0	230
275	242	0	0	224
276	238	0	0	217
277	277	0	0	254
278	230	0	0	212
279	236	0	1	217
280	252	0	0	229
281	261	0	0	237
282	239	0	0	220
283	214	0	0	205
284	223	0	0	207
285	262	0	0	240
286	267	0	1	248
287	256	0	0	226
288	237	0	0	222
289	243	0	0	226
290	254	0	1	233
291	244	0	0	222
292	227	0	0	217
293	249	0	0	220
294	226	0	0	210
295	266	0	0	250
296	240	0	0	211
297	230	0	0	211
298	238	0	0	218
299	267	0	0	246
300	250	0	0	232
301	240	0	0	214
302	231	0	0	211
303	248	0	0	231
304	258	0	0	240
305	249	0	0	231
306	239	0	0	222
307	257	0	0	231
308	237	0	0	216
309	250	0	1	224
310	233	0	0	210
311	238	0	0	218
312	234	0	0	217
313	280	0	1	261
314	247	0	0	228
315	282	0	1	258
316	229	0	0	212
317	232	0	0	215
318	288	0	0	270
319	258	0	0	231
320	220	0	0	211
321	233	0	0	215
322	263	0	0	242
323	385	0	12	346
324	263	0	0	245
325	240	0	0	223
326	222	0	0	210
327	237	0	0	216
328	216	0	0	206
329	246	0	0	228
330	269	0	1	250
331	267	0	0	247
332	216	0	0	206
333	221	0	0	204
334	247	0	0	229
335	267	0	0	247
336	246	0	0	226
337	218	0	0	207
338	238	0	0	219
339	263	0	1	243
340	253	0	0	235
341	249	0	0	231
342	235	0	0	217
343	253	0	0	232
344	268	0	0	250
345	239	0	0	214
346	223	0	0	205
347	253	0	0	235
348	254	0	0	235
349	238	0	0	217
350	221	0	0	203
351	267	0	0	251
352	227	0	0	208
353	286	0	0	267
354	217	0	0	206
355	248	0	0	226
356	233	0	0	214
357	270	0	0	236
358	246	0	1	226
359	221	0	0	206
360	262	0	0	239
361	254	0	0	237
362	221	0	0	206
363	225	0	0	207
364	226	0	0	207
365	286	0	0	270
366	277	0	0	256
367	233	0	0	201
368	230	0	0	220
369	294	0	0	275
370	238	0	0	214
371	235	0	0	219
372	238	0	0	217
373	950	0	0	932
374	4028	0	0	3983
375	2990	0	29	2227
376	4586	0	4	4560
377	2722	0	9	2507
378	1155	0	4	1124
379	1356	0	5	1322
380	2922	0	3	2891
381	4998	2597	1	2156
382	8565	1986	14	6534
383	9038	0	20	8745
384	6326	0	7	5710
385	8749	0	1	8680
386	7503	4764	1	2454
387	1657	144	18	1300
388	306	0	0	288
389	426	197	0	210
390	258	0	0	225
391	440	0	0	372
392	391	0	0	372
393	408	0	0	338
394	219	0	0	209
395	224	0	0	209
396	267	0	1	249
397	431	0	0	412
