utc	epoch	pid	etime_s	rss_gib	arena_class_gib	arena_class_maps	threads
2026-09-20 03:04:41	120	418700	32956	4.99	3.79	321	168
2026-09-20 03:04:42	120	457206	21949	5.10	3.76	332	168
2026-09-20 03:04:42	120	495583	10993	4.98	3.69	357	168
2026-09-20 03:04:42	120	534408	25	3.81	2.19	401	168
2026-09-20 03:22:42	121	418700	34037	5.27	3.80	320	168
2026-09-20 03:22:42	121	457206	23030	4.85	3.69	333	168
2026-09-20 03:22:43	121	495583	12074	4.90	3.70	349	168
2026-09-20 03:22:43	121	534408	1106	4.79	3.37	381	168
2026-09-20 03:41:13	122	418700	35148	5.06	3.82	320	168
2026-09-20 03:41:13	122	457206	24141	4.88	3.73	330	168
2026-09-20 03:41:14	122	495583	13185	4.81	3.73	344	168
2026-09-20 03:41:14	122	534408	2217	4.95	3.62	382	168
2026-09-20 03:59:14	123	418700	36229	4.80	3.63	322	168
2026-09-20 03:59:14	123	457206	25222	4.62	3.49	332	168
2026-09-20 03:59:14	123	495583	14265	4.82	3.59	342	168
2026-09-20 03:59:15	123	534408	3297	4.91	3.57	379	168
2026-09-20 04:17:15	124	418700	37310	4.86	3.51	320	168
2026-09-20 04:17:15	124	457206	26303	4.79	3.54	331	168
2026-09-20 04:17:15	124	495583	15346	4.78	3.54	339	168
2026-09-20 04:17:16	124	534408	4378	4.55	3.45	373	168
2026-09-20 04:35:46	125	418700	38420	4.90	3.62	321	168
2026-09-20 04:35:46	125	457206	27414	4.85	3.70	329	168
2026-09-20 04:35:46	125	495583	16457	4.79	3.68	339	168
2026-09-20 04:35:46	125	534408	5489	4.78	3.71	377	168
2026-09-20 04:53:47	126	418700	39501	4.94	3.75	320	168
2026-09-20 04:53:47	126	457206	28495	4.86	3.71	329	168
2026-09-20 04:53:47	126	495583	17538	4.78	3.67	336	168
2026-09-20 04:53:47	126	534408	6570	4.83	3.74	369	168
2026-09-20 05:11:48	127	418700	40582	4.87	3.74	321	168
2026-09-20 05:11:48	127	457206	29576	4.83	3.69	327	168
2026-09-20 05:11:48	127	495583	18619	4.92	3.67	334	168
2026-09-20 05:11:48	127	534408	7651	4.82	3.58	365	168
2026-09-20 05:30:19	128	418700	41693	4.97	3.80	320	168
2026-09-20 05:30:19	128	457206	30687	4.90	3.75	327	168
2026-09-20 05:30:19	128	495583	19730	4.76	3.65	332	168
2026-09-20 05:30:19	128	534408	8762	4.83	3.72	361	168
2026-09-20 05:48:20	129	418700	42774	4.99	3.76	320	168
2026-09-20 05:48:20	129	457206	31768	5.04	3.74	328	168
2026-09-20 05:48:20	129	495583	20811	4.87	3.62	330	168
2026-09-20 05:48:20	129	534408	9843	4.71	3.60	359	168
2026-09-20 06:06:21	130	457206	32849	5.09	3.76	329	168
2026-09-20 06:06:21	130	495583	21892	4.90	3.77	328	168
2026-09-20 06:06:21	130	534408	10924	4.82	3.71	357	168
2026-09-20 06:06:21	130	572990	12	3.59	2.12	401	168
2026-09-20 06:24:52	131	457206	33959	4.79	3.63	325	168
2026-09-20 06:24:52	131	495583	23003	4.83	3.71	328	168
2026-09-20 06:24:52	131	534408	12035	4.73	3.64	352	168
2026-09-20 06:24:52	131	572990	1123	5.11	3.35	383	168
2026-09-20 06:42:53	132	457206	35040	4.89	3.72	326	168
2026-09-20 06:42:53	132	495583	24084	4.90	3.79	327	168
2026-09-20 06:42:53	132	534408	13116	4.97	3.81	350	168
2026-09-20 06:42:53	132	572990	2204	4.95	3.51	380	168
2026-09-20 07:01:24	133	457206	36151	4.98	3.81	325	168
2026-09-20 07:01:24	133	495583	25195	4.93	3.79	325	168
2026-09-20 07:01:24	133	534408	14227	5.03	3.87	345	168
2026-09-20 07:01:24	133	572990	3315	4.89	3.59	377	168
2026-09-20 07:19:25	134	457206	37232	4.79	3.66	325	168
2026-09-20 07:19:25	134	495583	26276	4.85	3.73	325	168
2026-09-20 07:19:25	134	534408	15308	5.13	3.74	344	168
2026-09-20 07:19:25	134	572990	4396	4.79	3.56	372	168
2026-09-20 07:37:26	135	457206	38313	4.81	3.69	325	168
2026-09-20 07:37:26	135	495583	27357	4.88	3.76	327	168
2026-09-20 07:37:26	135	534408	16389	4.98	3.83	341	168
2026-09-20 07:37:26	135	572990	5477	4.67	3.59	369	168
2026-09-20 07:55:56	136	457206	39424	5.23	3.80	326	168
2026-09-20 07:55:57	136	495583	28468	5.16	3.89	326	168
2026-09-20 07:55:57	136	534408	17500	5.09	3.79	338	168
2026-09-20 07:55:57	136	572990	6588	4.85	3.63	363	168
2026-09-20 08:13:57	137	457206	40505	4.80	3.50	327	168
2026-09-20 08:13:58	137	495583	29549	4.82	3.59	327	168
2026-09-20 08:13:58	137	534408	18581	4.82	3.57	338	168
2026-09-20 08:13:58	137	572990	7669	4.79	3.59	361	168
2026-09-20 08:32:28	138	457206	41616	4.96	3.66	327	168
2026-09-20 08:32:28	138	495583	30659	4.96	3.81	325	168
2026-09-20 08:32:29	138	534408	19692	4.94	3.76	337	168
2026-09-20 08:32:29	138	572990	8780	4.69	3.62	359	168
2026-09-20 08:50:29	139	457206	42697	4.89	3.73	324	168
2026-09-20 08:50:30	139	495583	31741	4.96	3.85	325	168
2026-09-20 08:50:30	139	534408	20773	5.19	3.85	334	168
2026-09-20 08:50:30	139	572990	9861	4.85	3.63	358	168
2026-09-20 09:09:00	140	495583	32851	5.18	3.90	326	168
2026-09-20 09:09:00	140	534408	21883	5.18	3.87	332	168
2026-09-20 09:09:01	140	572990	10972	4.86	3.69	353	168
2026-09-20 09:09:01	140	611074	23	3.80	2.33	398	168
2026-09-20 09:27:01	141	495583	33932	5.07	3.83	322	168
2026-09-20 09:27:01	141	534408	22964	4.98	3.82	331	168
2026-09-20 09:27:02	141	572990	12053	4.74	3.62	350	168
2026-09-20 09:27:02	141	611074	1104	4.89	3.33	381	168
2026-09-20 09:45:02	142	495583	35013	4.95	3.84	322	168
2026-09-20 09:45:02	142	534408	24045	4.95	3.83	332	168
2026-09-20 09:45:03	142	572990	13134	4.96	3.75	343	168
2026-09-20 09:45:03	142	611074	2185	5.04	3.57	379	168
2026-09-20 10:03:33	143	495583	36124	4.97	3.85	322	168
2026-09-20 10:03:33	143	534408	25156	4.93	3.83	330	168
2026-09-20 10:03:33	143	572990	14245	4.94	3.81	338	168
2026-09-20 10:03:34	143	611074	3295	4.97	3.65	372	168
2026-09-20 10:21:34	144	495583	37205	4.84	3.74	323	168
2026-09-20 10:21:34	144	534408	26237	4.87	3.81	330	168
2026-09-20 10:21:34	144	572990	15325	4.80	3.71	336	168
2026-09-20 10:21:35	144	611074	4376	5.00	3.59	364	168
2026-09-20 10:39:35	145	495583	38286	4.98	3.86	323	168
2026-09-20 10:39:35	145	534408	27318	4.92	3.84	331	168
2026-09-20 10:39:35	145	572990	16406	4.76	3.67	336	168
2026-09-20 10:39:36	145	611074	5457	5.16	3.75	361	168
2026-09-20 10:58:06	146	495583	39397	4.77	3.67	324	168
2026-09-20 10:58:06	146	534408	28429	4.89	3.78	330	168
2026-09-20 10:58:06	146	572990	17517	4.65	3.60	335	168
2026-09-20 10:58:06	146	611074	6568	4.56	3.50	357	168
2026-09-20 11:16:37	147	495583	40508	4.92	3.80	324	168
2026-09-20 11:16:37	147	534408	29540	5.02	3.90	330	168
2026-09-20 11:16:37	147	572990	18628	4.78	3.74	334	168
2026-09-20 11:16:37	147	611074	7679	4.64	3.60	350	168
2026-09-20 11:34:38	148	495583	41589	5.11	3.84	324	168
2026-09-20 11:34:38	148	534408	30621	5.20	3.81	328	168
2026-09-20 11:34:38	148	572990	19709	4.87	3.66	328	168
2026-09-20 11:34:38	148	611074	8760	4.67	3.51	351	168
2026-09-20 11:52:39	149	495583	42670	5.11	3.83	324	168
2026-09-20 11:52:39	149	534408	31702	5.25	3.87	328	168
2026-09-20 11:52:39	149	572990	20790	4.87	3.67	329	168
2026-09-20 11:52:39	149	611074	9841	4.72	3.60	347	168
2026-09-20 12:11:10	150	534408	32813	5.34	3.96	329	168
2026-09-20 12:11:10	150	572990	21901	4.99	3.80	328	168
2026-09-20 12:11:10	150	611074	10952	4.84	3.66	344	168
2026-09-20 12:11:10	150	649102	20	3.70	2.23	400	168
2026-09-20 12:29:41	151	534408	33924	5.40	4.02	328	168
2026-09-20 12:29:41	151	572990	23012	5.02	3.86	328	168
2026-09-20 12:29:41	151	611074	12063	4.70	3.65	344	168
2026-09-20 12:29:41	151	649102	1131	4.97	3.39	381	168
2026-09-20 12:47:42	152	534408	35005	5.29	4.03	329	168
2026-09-20 12:47:42	152	572990	24093	5.14	3.94	328	168
2026-09-20 12:47:42	152	611074	13144	4.79	3.70	337	168
2026-09-20 12:47:42	152	649102	2212	5.23	3.64	368	168
2026-09-20 13:05:43	153	534408	36086	5.29	3.95	330	168
2026-09-20 13:05:43	153	572990	25174	4.96	3.90	327	168
2026-09-20 13:05:43	153	611074	14225	4.76	3.72	336	168
2026-09-20 13:05:43	153	649102	3292	4.88	3.58	367	168
2026-09-20 13:24:14	154	534408	37197	5.17	3.98	328	168
2026-09-20 13:24:14	154	572990	26285	5.03	3.92	329	168
2026-09-20 13:24:14	154	611074	15336	4.68	3.64	333	168
2026-09-20 13:24:14	154	649102	4403	5.02	3.70	359	168
2026-09-20 13:42:15	155	534408	38278	5.20	3.85	327	168
2026-09-20 13:42:15	155	572990	27366	5.01	3.75	328	168
2026-09-20 13:42:15	155	611074	16417	4.62	3.59	333	168
2026-09-20 13:42:15	155	649102	5484	4.66	3.56	359	168
2026-09-20 14:00:46	156	534408	39389	4.85	3.70	328	168
2026-09-20 14:00:46	156	572990	28477	4.78	3.72	328	168
2026-09-20 14:00:46	156	611074	17528	4.73	3.67	336	168
2026-09-20 14:00:46	156	649102	6595	4.74	3.50	358	168
2026-09-20 14:18:47	157	534408	40470	5.03	3.85	328	168
2026-09-20 14:18:47	157	572990	29558	4.90	3.84	327	168
2026-09-20 14:18:47	157	611074	18609	4.79	3.73	334	168
2026-09-20 14:18:47	157	649102	7676	4.95	3.56	357	168
2026-09-20 14:37:18	158	534408	41580	5.12	3.93	329	168
2026-09-20 14:37:18	158	572990	30669	5.03	3.96	328	168
2026-09-20 14:37:18	158	611074	19720	4.89	3.83	333	168
2026-09-20 14:37:18	158	649102	8787	4.78	3.68	355	168
2026-09-20 14:55:18	159	534408	42661	5.37	4.04	328	168
2026-09-20 14:55:19	159	572990	31750	5.14	3.88	326	168
2026-09-20 14:55:19	159	611074	20801	5.04	3.84	333	168
2026-09-20 14:55:19	159	649102	9868	4.92	3.77	352	168
2026-09-20 15:13:19	160	572990	32831	5.04	3.87	328	168
2026-09-20 15:13:20	160	611074	21881	5.04	3.92	332	168
2026-09-20 15:13:20	160	649102	10949	4.77	3.67	350	168
2026-09-20 15:13:20	160	687243	15	3.65	2.19	401	168
2026-09-20 15:31:50	161	572990	33942	5.00	3.88	328	168
2026-09-20 15:31:51	161	611074	22992	5.37	3.97	333	168
2026-09-20 15:31:51	161	649102	12060	4.79	3.69	346	168
2026-09-20 15:31:51	161	687243	1126	4.95	3.24	382	168
2026-09-20 15:50:21	162	572990	35053	4.91	3.80	327	168
2026-09-20 15:50:22	162	611074	24103	4.87	3.79	331	168
2026-09-20 15:50:22	162	649102	13171	4.65	3.60	342	168
2026-09-20 15:50:22	162	687243	2237	5.24	3.59	379	168
2026-09-20 16:08:22	163	572990	36133	4.99	3.86	327	168
2026-09-20 16:08:23	163	611074	25184	4.97	3.89	331	168
2026-09-20 16:08:23	163	649102	14252	4.74	3.68	340	168
2026-09-20 16:08:23	163	687243	3318	5.03	3.71	374	168
2026-09-20 16:26:23	164	572990	37214	4.82	3.70	327	168
2026-09-20 16:26:24	164	611074	26265	4.77	3.71	326	168
2026-09-20 16:26:24	164	649102	15333	4.77	3.72	337	168
2026-09-20 16:26:24	164	687243	4399	4.63	3.54	369	168
2026-09-20 16:44:54	165	572990	38325	4.81	3.70	327	168
2026-09-20 16:44:54	165	611074	27376	4.92	3.82	326	168
2026-09-20 16:44:55	165	649102	16444	4.86	3.81	333	168
2026-09-20 16:44:55	165	687243	5510	5.06	3.70	366	168
2026-09-20 17:02:55	166	572990	39406	5.13	3.79	327	168
2026-09-20 17:02:55	166	611074	28457	5.11	3.86	326	168
2026-09-20 17:02:56	166	649102	17525	5.06	3.86	332	168
2026-09-20 17:02:56	166	687243	6591	4.93	3.72	362	168
2026-09-20 17:20:56	167	572990	40487	5.00	3.89	325	168
2026-09-20 17:20:56	167	611074	29538	5.01	3.89	329	168
2026-09-20 17:20:56	167	649102	18606	5.01	3.95	334	168
2026-09-20 17:20:57	167	687243	7672	4.88	3.79	357	168
2026-09-20 17:39:27	168	572990	41598	5.17	3.92	325	168
2026-09-20 17:39:27	168	611074	30649	5.08	3.95	329	168
2026-09-20 17:39:27	168	649102	19717	5.01	3.89	330	168
2026-09-20 17:39:28	168	687243	8783	4.87	3.79	352	168
2026-09-20 17:57:28	169	572990	42679	5.19	3.96	329	168
2026-09-20 17:57:28	169	611074	31730	5.26	3.99	332	168
2026-09-20 17:57:28	169	649102	20798	5.13	3.89	329	168
2026-09-20 17:57:29	169	687243	9864	4.87	3.73	350	168
2026-09-20 18:15:59	170	611074	32841	5.08	3.97	329	168
2026-09-20 18:15:59	170	649102	21908	5.21	3.95	327	168
2026-09-20 18:15:59	170	687243	10975	5.03	3.81	346	168
2026-09-20 18:16:00	170	725877	28	3.77	2.29	395	168
2026-09-20 18:34:00	171	611074	33922	5.12	3.99	329	168
2026-09-20 18:34:00	171	649102	22989	5.18	3.95	326	168
2026-09-20 18:34:00	171	687243	12056	5.02	3.84	340	168
2026-09-20 18:34:00	171	725877	1109	5.09	3.37	378	168
2026-09-20 18:52:31	172	611074	35033	5.31	4.06	329	168
2026-09-20 18:52:31	172	649102	24100	5.03	3.92	325	168
2026-09-20 18:52:31	172	687243	13167	5.03	3.93	337	168
2026-09-20 18:52:31	172	725877	2220	4.79	3.52	372	168
2026-09-20 19:10:32	173	611074	36114	5.20	4.05	330	168
2026-09-20 19:10:32	173	649102	25181	5.05	3.94	324	168
2026-09-20 19:10:32	173	687243	14248	5.16	4.03	332	168
2026-09-20 19:10:32	173	725877	3301	4.88	3.60	370	168
2026-09-20 19:29:03	174	611074	37225	5.22	4.09	329	168
2026-09-20 19:29:03	174	649102	26292	5.05	3.92	323	168
2026-09-20 19:29:03	174	687243	15359	5.40	3.99	331	168
2026-09-20 19:29:03	174	725877	4412	4.97	3.67	366	168
2026-09-20 19:47:34	175	611074	38336	5.21	4.09	328	168
2026-09-20 19:47:34	175	649102	27403	5.02	3.89	323	168
2026-09-20 19:47:34	175	687243	16469	5.05	3.92	330	168
2026-09-20 19:47:34	175	725877	5523	5.06	3.77	364	168
2026-09-20 20:05:35	176	611074	39417	5.13	4.00	328	168
2026-09-20 20:05:35	176	649102	28484	5.07	3.95	323	168
2026-09-20 20:05:35	176	687243	17550	5.12	3.98	329	168
2026-09-20 20:05:35	176	725877	6604	5.08	3.79	361	168
2026-09-20 20:23:36	177	611074	40498	5.16	3.98	329	168
2026-09-20 20:23:36	177	649102	29565	4.92	3.80	323	168
2026-09-20 20:23:36	177	687243	18631	4.95	3.83	328	168
2026-09-20 20:23:36	177	725877	7685	4.85	3.75	357	168
2026-09-20 20:42:07	178	611074	41609	5.14	4.02	331	168
2026-09-20 20:42:07	178	649102	30676	4.88	3.76	323	168
2026-09-20 20:42:07	178	687243	19742	5.03	3.91	328	168
2026-09-20 20:42:07	178	725877	8796	4.91	3.79	355	168
2026-09-20 21:00:08	179	611074	42690	5.37	4.05	331	168
2026-09-20 21:00:08	179	649102	31757	4.97	3.85	322	168
2026-09-20 21:00:08	179	687243	20823	5.25	3.97	327	168
2026-09-20 21:00:08	179	725877	9877	4.94	3.71	350	168
2026-09-20 21:18:39	180	649102	32868	4.87	3.77	323	168
2026-09-20 21:18:39	180	687243	21934	5.01	3.77	329	168
2026-09-20 21:18:39	180	725877	10988	4.91	3.61	348	168
