epoch,train_loss,lr,top1,top5
280,2.219173,0.000174,71.772000,90.362000
281,2.217331,0.000170,71.848000,90.404000
282,2.218973,0.000167,71.824000,90.424000
283,2.217268,0.000164,71.848000,90.406000
284,2.219723,0.000160,71.824000,90.434000
285,2.215901,0.000157,71.806000,90.408000
286,2.219118,0.000154,71.918000,90.398000
287,2.218329,0.000151,71.846000,90.436000
288,2.217486,0.000148,71.974000,90.422000
289,2.216826,0.000145,71.810000,90.364000
290,2.218175,0.000142,71.890000,90.432000
291,2.212953,0.000139,71.824000,90.408000
292,2.217405,0.000136,71.890000,90.406000
293,2.211653,0.000134,71.730000,90.408000
294,2.215899,0.000131,71.870000,90.438000
295,2.214174,0.000128,71.744000,90.460000
296,2.212428,0.000126,71.866000,90.444000
297,2.216945,0.000123,71.910000,90.444000
298,2.216673,0.000121,71.956000,90.442000
299,2.221408,0.000118,71.852000,90.388000
300,2.210664,0.000116,71.842000,90.386000
301,2.212779,0.000114,71.962000,90.382000
302,2.212336,0.000112,71.896000,90.366000
303,2.214730,0.000109,71.868000,90.370000
304,2.211471,0.000107,71.856000,90.368000
305,2.209902,0.000105,71.820000,90.374000
306,2.209224,0.000103,71.868000,90.394000
307,2.216196,0.000101,71.788000,90.354000
308,2.211334,0.000099,71.976000,90.454000
309,2.213279,0.000097,71.906000,90.376000
310,2.215902,0.000095,71.932000,90.474000
311,2.210198,0.000093,71.838000,90.416000
312,2.207155,0.000091,71.970000,90.424000
313,2.214993,0.000089,71.862000,90.480000
314,2.213422,0.000088,71.854000,90.426000
315,2.207343,0.000086,71.982000,90.406000
316,2.216666,0.000084,71.990000,90.414000
317,2.209748,0.000082,71.880000,90.416000
318,2.216531,0.000081,71.894000,90.412000
319,2.210328,0.000079,71.932000,90.454000
320,2.205681,0.000078,71.942000,90.456000
321,2.208641,0.000076,71.910000,90.468000
322,2.211744,0.000074,71.896000,90.482000
323,2.208480,0.000073,71.936000,90.520000
324,2.208204,0.000072,71.930000,90.422000
325,2.209658,0.000070,71.924000,90.450000
326,2.207405,0.000069,71.980000,90.418000
327,2.209663,0.000067,71.952000,90.472000
328,2.205743,0.000066,71.912000,90.438000
329,2.210207,0.000065,71.964000,90.426000
330,2.209139,0.000063,71.866000,90.488000
331,2.205213,0.000062,71.942000,90.484000
332,2.207238,0.000061,71.938000,90.490000
333,2.211894,0.000060,71.878000,90.456000
334,2.208664,0.000058,71.918000,90.450000
335,2.205271,0.000057,71.892000,90.442000
336,2.208868,0.000056,71.900000,90.488000
337,2.207041,0.000055,71.886000,90.422000
338,2.207608,0.000054,71.900000,90.468000
339,2.206592,0.000053,71.910000,90.440000
340,2.206470,0.000052,71.932000,90.428000
341,2.208911,0.000051,72.010000,90.490000
342,2.208871,0.000050,71.970000,90.444000
343,2.205263,0.000049,71.948000,90.464000
344,2.207535,0.000048,71.886000,90.446000
345,2.212024,0.000047,71.934000,90.492000
346,2.204207,0.000046,72.024000,90.472000
347,2.206778,0.000045,71.952000,90.532000
348,2.205041,0.000044,71.912000,90.472000
349,2.209457,0.000043,71.930000,90.446000
350,2.202494,0.000042,71.912000,90.520000
