net	variant	prec	arm	bs	workers	med_ms	min_ms	p90_ms	mean_ms	wait_ms	steps_ep	elapsed_s	note
enet	rmsdp64bf16	bf16	fed	64	10	102	95	403	175	7	5004	260	
vit	adamdp128x4wxclipdropbf16	bf16	fed	128	10	161	154	803	327	7	2502	328	
enet	rmsdp64bf16	bf16	fed	64	12	109	99	121	171	10	5004	270	
vit	adamdp128x4wxclipdropbf16	bf16	fed	128	12	166	156	191	305	10	2502	333	
enet	rmsdp64bf16	bf16	fed	64	14	109	101	118	160	8	5004	279	
vit	adamdp128x4wxclipdropbf16	bf16	fed	128	14	171	160	190	293	11	2502	318	
enet	rmsdp64bf16	bf16	fed	64	16	114	104	125	164	10	5004	291	
vit	adamdp128x4wxclipdropbf16	bf16	fed	128	16	182	162	215	296	20	2502	331	
