sigma,img_idx,delta,dg,bound,ratio
0.500000,750,0.200000,0.000000,0.400000,0.000000
0.500000,750,0.300000,0.000000,0.600000,0.000000
0.500000,750,0.500000,0.000000,1.000000,0.000000
0.500000,750,0.750000,0.000000,1.500000,0.000000
0.500000,750,1.000000,0.000000,2.000000,0.000000
0.500000,1000,0.100000,0.086501,0.200000,0.432504
0.500000,1000,0.200000,0.046170,0.400000,0.115424
0.500000,1000,0.300000,0.065918,0.600000,0.109863
0.500000,1000,0.500000,0.076100,1.000000,0.076100
0.500000,1000,0.750000,0.065918,1.500000,0.043945
0.500000,1000,1.000000,0.076100,2.000000,0.038050
0.500000,1250,0.100000,0.109313,0.200000,0.546567
0.500000,1250,0.200000,0.097519,0.400000,0.243797
0.500000,1250,0.300000,0.137770,0.600000,0.229617
0.500000,1250,0.500000,0.159562,1.000000,0.159562
0.500000,1250,0.750000,0.164884,1.500000,0.109923
0.500000,1250,1.000000,0.159562,2.000000,0.079781
0.500000,1500,0.100000,0.030057,0.200000,0.150286
0.500000,1500,0.200000,0.017402,0.400000,0.043504
0.500000,1500,0.300000,0.035174,0.600000,0.058624
0.500000,1500,0.500000,0.032612,1.000000,0.032612
0.500000,1500,0.750000,0.030057,1.500000,0.020038
0.500000,1500,1.000000,0.026644,2.000000,0.013322
0.500000,1750,0.100000,0.038607,0.200000,0.193033
0.500000,1750,0.200000,0.035565,0.400000,0.088913
0.500000,1750,0.300000,0.000000,0.600000,0.000000
0.500000,1750,0.500000,0.035565,1.000000,0.035565
0.500000,1750,0.750000,0.017572,1.500000,0.011715
0.500000,1750,1.000000,0.066561,2.000000,0.033281
0.500000,2000,0.100000,0.068913,0.200000,0.344565
0.500000,2000,0.200000,0.099733,0.400000,0.249331
0.500000,2000,0.300000,0.068913,0.600000,0.114855
0.500000,2000,0.500000,0.115987,1.000000,0.115987
0.500000,2000,0.750000,0.084056,1.500000,0.056037
0.500000,2000,1.000000,0.040081,2.000000,0.020040
0.500000,2250,0.100000,0.322173,0.200000,1.610863
0.500000,2250,0.200000,0.199924,0.400000,0.499811
0.500000,2250,0.300000,0.199924,0.600000,0.333207
0.500000,2250,0.500000,0.199924,1.000000,0.199924
0.500000,2250,0.750000,0.199924,1.500000,0.133283
0.500000,2250,1.000000,0.322173,2.000000,0.161086
0.500000,2500,0.100000,0.130086,0.200000,0.650430
0.500000,2500,0.200000,0.130086,0.400000,0.325215
0.500000,2500,0.300000,0.130086,0.600000,0.216810
0.500000,2500,0.500000,0.219472,1.000000,0.219472
0.500000,2500,0.750000,0.341720,1.500000,0.227813
0.500000,2500,1.000000,0.341720,2.000000,0.170860
0.500000,2750,0.100000,0.004806,0.200000,0.024028
0.500000,2750,0.200000,0.014193,0.400000,0.035482
0.500000,2750,0.300000,0.065710,0.600000,0.109517
0.500000,2750,0.500000,0.049886,1.000000,0.049886
0.500000,2750,0.750000,0.024422,1.500000,0.016281
0.500000,2750,1.000000,0.039568,2.000000,0.019784
0.500000,3000,0.100000,0.099650,0.200000,0.498248
0.500000,3000,0.200000,0.099650,0.400000,0.249124
0.500000,3000,0.300000,0.069176,0.600000,0.115294
0.500000,3000,0.500000,0.039916,1.000000,0.039916
0.500000,3000,0.750000,0.036132,1.500000,0.024088
0.500000,3000,1.000000,0.099650,2.000000,0.049825
0.500000,3250,0.100000,0.022144,0.200000,0.110720
0.500000,3250,0.200000,0.021028,0.400000,0.052571
0.500000,3250,0.300000,0.022144,0.600000,0.036907
0.500000,3250,0.500000,0.021028,1.000000,0.021028
0.500000,3250,0.750000,0.045541,1.500000,0.030361
0.500000,3250,1.000000,0.070356,2.000000,0.035178
0.500000,3500,0.100000,0.000000,0.200000,0.000000
0.500000,3500,0.200000,0.000000,0.400000,0.000000
0.500000,3500,0.300000,0.000000,0.600000,0.000000
0.500000,3500,0.500000,0.000000,1.000000,0.000000
0.500000,3500,0.750000,0.000000,1.500000,0.000000
0.500000,3500,1.000000,0.000000,2.000000,0.000000
0.500000,3750,0.100000,0.000000,0.200000,0.000000
0.500000,3750,0.200000,0.000000,0.400000,0.000000
0.500000,3750,0.300000,0.000000,0.600000,0.000000
0.500000,3750,0.500000,0.000000,1.000000,0.000000
0.500000,3750,0.750000,0.000000,1.500000,0.000000
0.500000,3750,1.000000,0.000000,2.000000,0.000000
0.500000,4000,0.100000,0.067327,0.200000,0.336637
0.500000,4000,0.200000,0.059635,0.400000,0.149088
0.500000,4000,0.300000,0.069259,0.600000,0.115432
0.500000,4000,0.500000,0.080927,1.000000,0.080927
0.500000,4000,0.750000,0.086810,1.500000,0.057873
0.500000,4000,1.000000,0.106669,2.000000,0.053335
0.500000,4250,0.100000,0.091816,0.200000,0.459078
0.500000,4250,0.200000,0.063517,0.400000,0.158793
0.500000,4250,0.300000,0.033044,0.600000,0.055073
0.500000,4250,0.500000,0.000000,1.000000,0.000000
0.500000,4250,0.750000,0.143064,1.500000,0.095376
0.500000,4250,1.000000,0.033044,2.000000,0.016522
0.500000,4500,0.100000,0.028077,0.200000,0.140387
0.500000,4500,0.200000,0.005130,0.400000,0.012825
0.500000,4500,0.300000,0.029348,0.600000,0.048914
0.500000,4500,0.500000,0.015343,1.000000,0.015343
0.500000,4500,0.750000,0.058462,1.500000,0.038975
0.500000,4500,1.000000,0.067281,2.000000,0.033641
0.500000,4750,0.100000,0.314593,0.200000,1.572964
0.500000,4750,0.200000,0.289778,0.400000,0.724445
0.500000,4750,0.300000,0.360134,0.600000,0.600223
0.500000,4750,0.500000,0.314593,1.000000,0.314593
0.500000,4750,0.750000,0.337990,1.500000,0.225327
0.500000,4750,1.000000,0.289778,2.000000,0.144889
0.500000,5000,0.100000,0.189911,0.200000,0.949554
0.500000,5000,0.200000,0.189911,0.400000,0.474777
0.500000,5000,0.300000,0.189911,0.600000,0.316518
0.500000,5000,0.500000,0.189911,1.000000,0.189911
0.500000,5000,0.750000,0.189911,1.500000,0.126607
0.500000,5000,1.000000,0.189911,2.000000,0.094955
0.500000,5250,0.100000,0.000000,0.200000,0.000000
0.500000,5250,0.200000,0.000000,0.400000,0.000000
0.500000,5250,0.300000,0.000000,0.600000,0.000000
0.500000,5250,0.500000,0.000000,1.000000,0.000000
0.500000,5250,0.750000,0.000000,1.500000,0.000000
0.500000,5250,1.000000,0.211634,2.000000,0.105817
0.500000,5500,0.100000,0.000000,0.200000,0.000000
0.500000,5500,0.200000,0.000000,0.400000,0.000000
0.500000,5500,0.300000,0.000000,0.600000,0.000000
0.500000,5500,0.500000,0.000000,1.000000,0.000000
0.500000,5500,0.750000,0.000000,1.500000,0.000000
0.500000,5500,1.000000,0.000000,2.000000,0.000000
0.500000,5750,0.100000,0.000000,0.200000,0.000000
0.500000,5750,0.200000,0.000000,0.400000,0.000000
0.500000,5750,0.300000,0.000000,0.600000,0.000000
0.500000,5750,0.500000,0.000000,1.000000,0.000000
0.500000,5750,0.750000,0.000000,1.500000,0.000000
0.500000,5750,1.000000,0.000000,2.000000,0.000000
0.500000,6000,0.100000,0.037048,0.200000,0.185242
0.500000,6000,0.200000,0.058343,0.400000,0.145857
0.500000,6000,0.300000,0.068748,0.600000,0.114581
0.500000,6000,0.500000,0.018779,1.000000,0.018779
0.500000,6000,0.750000,0.022473,1.500000,0.014982
0.500000,6000,1.000000,0.027219,2.000000,0.013610
0.500000,6250,0.100000,0.135397,0.200000,0.676985
0.500000,6250,0.200000,0.194513,0.400000,0.486283
0.500000,6250,0.300000,0.265483,0.600000,0.442472
0.500000,6250,0.500000,0.194513,1.000000,0.194513
0.500000,6250,0.750000,0.194513,1.500000,0.129675
0.500000,6250,1.000000,0.194513,2.000000,0.097257
0.500000,6500,0.100000,0.000000,0.200000,0.000000
0.500000,6500,0.200000,0.000000,0.400000,0.000000
0.500000,6500,0.300000,0.000000,0.600000,0.000000
0.500000,6500,0.500000,0.000000,1.000000,0.000000
0.500000,6500,0.750000,0.000000,1.500000,0.000000
0.500000,6500,1.000000,0.000000,2.000000,0.000000
0.500000,6750,0.100000,0.000000,0.200000,0.000000
0.500000,6750,0.200000,0.000000,0.400000,0.000000
0.500000,6750,0.300000,0.000000,0.600000,0.000000
0.500000,6750,0.500000,0.000000,1.000000,0.000000
0.500000,6750,0.750000,0.000000,1.500000,0.000000
0.500000,6750,1.000000,0.000000,2.000000,0.000000
0.500000,7000,0.100000,0.000000,0.200000,0.000000
0.500000,7000,0.200000,0.189911,0.400000,0.474777
0.500000,7000,0.300000,0.189911,0.600000,0.316518
0.500000,7000,0.500000,0.189911,1.000000,0.189911
0.500000,7000,0.750000,0.189911,1.500000,0.126607
0.500000,7000,1.000000,0.189911,2.000000,0.094955
0.500000,7250,0.100000,0.189911,0.200000,0.949554
0.500000,7250,0.200000,0.189911,0.400000,0.474777
0.500000,7250,0.300000,0.000000,0.600000,0.000000
0.500000,7250,0.500000,0.000000,1.000000,0.000000
0.500000,7250,0.750000,0.000000,1.500000,0.000000
0.500000,7250,1.000000,0.000000,2.000000,0.000000
0.500000,7500,0.100000,0.189911,0.200000,0.949554
0.500000,7500,0.200000,0.189911,0.400000,0.474777
0.500000,7500,0.300000,0.189911,0.600000,0.316518
0.500000,7500,0.500000,0.189911,1.000000,0.189911
0.500000,7500,0.750000,0.000000,1.500000,0.000000
0.500000,7500,1.000000,0.000000,2.000000,0.000000
0.500000,7750,0.100000,0.000000,0.200000,0.000000
0.500000,7750,0.200000,0.000000,0.400000,0.000000
0.500000,7750,0.300000,0.000000,0.600000,0.000000
0.500000,7750,0.500000,0.000000,1.000000,0.000000
0.500000,7750,0.750000,0.000000,1.500000,0.000000
0.500000,7750,1.000000,0.000000,2.000000,0.000000
0.500000,8000,0.100000,0.000000,0.200000,0.000000
0.500000,8000,0.200000,0.000000,0.400000,0.000000
0.500000,8000,0.300000,0.000000,0.600000,0.000000
0.500000,8000,0.500000,0.089386,1.000000,0.089386
0.500000,8000,0.750000,0.089386,1.500000,0.059591
0.500000,8000,1.000000,0.000000,2.000000,0.000000
0.500000,8250,0.100000,0.189911,0.200000,0.949554
0.500000,8250,0.200000,0.189911,0.400000,0.474777
0.500000,8250,0.300000,0.189911,0.600000,0.316518
0.500000,8250,0.500000,0.189911,1.000000,0.189911
0.500000,8250,0.750000,0.389835,1.500000,0.259890
0.500000,8250,1.000000,0.189911,2.000000,0.094955
0.500000,8500,0.100000,0.000000,0.200000,0.000000
0.500000,8500,0.200000,0.000000,0.400000,0.000000
0.500000,8500,0.300000,0.000000,0.600000,0.000000
0.500000,8500,0.500000,0.000000,1.000000,0.000000
0.500000,8500,0.750000,0.000000,1.500000,0.000000
0.500000,8500,1.000000,0.000000,2.000000,0.000000
0.500000,8750,0.100000,0.000000,0.200000,0.000000
0.500000,8750,0.200000,0.000000,0.400000,0.000000
0.500000,8750,0.300000,0.000000,0.600000,0.000000
0.500000,8750,0.500000,0.000000,1.000000,0.000000
0.500000,8750,0.750000,0.000000,1.500000,0.000000
0.500000,8750,1.000000,0.000000,2.000000,0.000000
0.500000,9000,0.100000,0.000000,0.200000,0.000000
0.500000,9000,0.200000,0.000000,0.400000,0.000000
0.500000,9000,0.300000,0.000000,0.600000,0.000000
0.500000,9000,0.500000,0.000000,1.000000,0.000000
0.500000,9000,0.750000,0.000000,1.500000,0.000000
0.500000,9000,1.000000,0.000000,2.000000,0.000000
0.500000,9250,0.100000,0.000000,0.200000,0.000000
0.500000,9250,0.200000,0.000000,0.400000,0.000000
0.500000,9250,0.300000,0.000000,0.600000,0.000000
0.500000,9250,0.500000,0.000000,1.000000,0.000000
0.500000,9250,0.750000,0.000000,1.500000,0.000000
0.500000,9250,1.000000,0.000000,2.000000,0.000000
0.500000,9500,0.100000,0.330345,0.200000,1.651726
0.500000,9500,0.200000,0.371401,0.400000,0.928503
0.500000,9500,0.300000,0.311219,0.600000,0.518699
0.500000,9500,0.500000,0.258468,1.000000,0.258468
0.500000,9500,0.750000,0.211394,1.500000,0.140929
0.500000,9500,1.000000,0.211394,2.000000,0.105697
0.500000,9750,0.100000,0.000000,0.200000,0.000000
0.500000,9750,0.200000,0.000000,0.400000,0.000000
0.500000,9750,0.300000,0.000000,0.600000,0.000000
0.500000,9750,0.500000,0.000000,1.000000,0.000000
0.500000,9750,0.750000,0.199924,1.500000,0.133283
0.500000,9750,1.000000,0.389835,2.000000,0.194918
