ts,card,edge_C,junction_C,mem_C,sclk_MHz,power_W,use_pct
2026-07-01 22:29:40,card0,67.0,85.0,86.0,2989,343.0,100
2026-07-01 22:29:40,card1,57.0,80.0,74.0,2893,323.0,100
2026-07-01 22:30:10,card0,67.0,85.0,86.0,2955,295.0,100
2026-07-01 22:30:10,card1,57.0,80.0,74.0,2818,329.0,100
2026-07-01 22:30:40,card0,67.0,85.0,86.0,2953,403.0,100
2026-07-01 22:30:40,card1,57.0,80.0,74.0,2807,328.0,100
2026-07-01 22:31:10,card0,67.0,85.0,86.0,2811,336.0,100
2026-07-01 22:31:10,card1,57.0,80.0,74.0,2748,316.0,100
2026-07-01 22:31:40,card0,67.0,85.0,86.0,3052,172.0,100
2026-07-01 22:31:40,card1,57.0,81.0,74.0,3078,160.0,100
2026-07-01 22:32:10,card0,67.0,85.0,86.0,2962,303.0,100
2026-07-01 22:32:10,card1,57.0,80.0,74.0,2845,318.0,100
2026-07-01 22:32:40,card0,67.0,85.0,86.0,2967,292.0,100
2026-07-01 22:32:40,card1,57.0,80.0,74.0,2870,348.0,100
2026-07-01 22:33:10,card0,67.0,85.0,86.0,2799,319.0,100
2026-07-01 22:33:10,card1,57.0,80.0,74.0,2756,282.0,100
2026-07-01 22:33:41,card0,67.0,85.0,86.0,2955,404.0,100
2026-07-01 22:33:41,card1,56.0,80.0,73.0,3003,151.0,100
2026-07-01 22:34:11,card0,67.0,85.0,86.0,3072,169.0,100
2026-07-01 22:34:11,card1,57.0,80.0,73.0,3077,164.0,100
2026-07-01 22:34:41,card0,67.0,85.0,86.0,2924,319.0,100
2026-07-01 22:34:41,card1,57.0,80.0,74.0,2729,276.0,100
2026-07-01 22:35:11,card0,67.0,85.0,86.0,2931,308.0,100
2026-07-01 22:35:11,card1,57.0,80.0,74.0,2830,314.0,100
2026-07-01 22:35:41,card0,66.0,85.0,86.0,2823,280.0,100
2026-07-01 22:35:41,card1,56.0,80.0,73.0,2661,304.0,100
2026-07-01 22:36:11,card0,67.0,85.0,86.0,2972,333.0,100
2026-07-01 22:36:11,card1,56.0,80.0,73.0,2875,291.0,100
2026-07-01 22:36:41,card0,67.0,85.0,86.0,3071,170.0,100
2026-07-01 22:36:41,card1,57.0,80.0,73.0,3080,158.0,100
2026-07-01 22:37:11,card0,67.0,85.0,86.0,2940,342.0,100
2026-07-01 22:37:11,card1,57.0,80.0,74.0,2797,306.0,100
2026-07-01 22:37:42,card0,67.0,85.0,86.0,2909,336.0,100
2026-07-01 22:37:42,card1,57.0,80.0,74.0,2788,294.0,100
2026-07-01 22:38:12,card0,67.0,85.0,86.0,2917,328.0,100
2026-07-01 22:38:12,card1,57.0,80.0,74.0,2799,298.0,100
2026-07-01 22:38:42,card0,67.0,85.0,86.0,3078,180.0,100
2026-07-01 22:38:42,card1,57.0,80.0,74.0,2997,158.0,100
2026-07-01 22:39:12,card0,67.0,85.0,86.0,3072,194.0,100
2026-07-01 22:39:12,card1,57.0,80.0,74.0,3074,176.0,100
2026-07-01 22:39:42,card0,67.0,85.0,86.0,2899,314.0,100
2026-07-01 22:39:42,card1,57.0,80.0,74.0,2837,316.0,100
2026-07-01 22:40:12,card0,67.0,85.0,86.0,3072,168.0,100
2026-07-01 22:40:12,card1,57.0,80.0,74.0,3077,159.0,100
2026-07-01 22:40:42,card0,67.0,85.0,86.0,3011,321.0,100
2026-07-01 22:40:42,card1,57.0,80.0,74.0,2895,307.0,100
2026-07-01 22:41:12,card0,67.0,85.0,86.0,2966,340.0,100
2026-07-01 22:41:12,card1,57.0,80.0,74.0,2903,292.0,100
2026-07-01 22:41:43,card0,67.0,85.0,86.0,2966,324.0,100
2026-07-01 22:41:43,card1,57.0,80.0,74.0,2835,323.0,100
2026-07-01 22:42:13,card0,67.0,85.0,86.0,2952,327.0,100
2026-07-01 22:42:13,card1,57.0,80.0,74.0,2845,304.0,100
2026-07-01 22:42:43,card0,66.0,83.0,85.0,2972,404.0,100
2026-07-01 22:42:43,card1,56.0,79.0,73.0,2851,307.0,100
2026-07-01 22:43:13,card0,66.0,84.0,86.0,2926,161.0,100
2026-07-01 22:43:13,card1,57.0,80.0,73.0,2883,334.0,100
2026-07-01 22:43:43,card0,66.0,84.0,86.0,2920,366.0,100
2026-07-01 22:43:43,card1,57.0,80.0,73.0,2837,299.0,100
2026-07-01 22:44:13,card0,66.0,84.0,86.0,2791,314.0,100
2026-07-01 22:44:13,card1,57.0,80.0,73.0,2688,307.0,100
2026-07-01 22:44:43,card0,66.0,84.0,86.0,2952,297.0,100
2026-07-01 22:44:43,card1,57.0,80.0,73.0,2862,309.0,100
2026-07-01 22:45:13,card0,66.0,84.0,86.0,3077,171.0,100
2026-07-01 22:45:13,card1,57.0,80.0,74.0,3079,159.0,100
2026-07-01 22:45:43,card0,67.0,85.0,86.0,2949,315.0,100
2026-07-01 22:45:43,card1,57.0,80.0,74.0,2820,334.0,100
2026-07-01 22:46:14,card0,67.0,85.0,86.0,2921,312.0,100
2026-07-01 22:46:14,card1,57.0,80.0,73.0,2822,299.0,100
2026-07-01 22:46:44,card0,67.0,85.0,86.0,2799,312.0,100
2026-07-01 22:46:44,card1,56.0,80.0,73.0,2689,301.0,100
2026-07-01 22:47:14,card0,67.0,85.0,86.0,2834,328.0,100
2026-07-01 22:47:14,card1,56.0,80.0,73.0,2757,302.0,100
2026-07-01 22:47:44,card0,67.0,85.0,86.0,3081,168.0,100
2026-07-01 22:47:44,card1,57.0,80.0,73.0,3081,157.0,100
2026-07-01 22:48:14,card0,67.0,85.0,86.0,2955,346.0,100
2026-07-01 22:48:14,card1,57.0,80.0,74.0,2790,290.0,100
2026-07-01 22:48:44,card0,67.0,85.0,86.0,2954,356.0,100
2026-07-01 22:48:44,card1,57.0,80.0,74.0,2809,321.0,100
2026-07-01 22:49:14,card0,67.0,85.0,86.0,2902,330.0,100
2026-07-01 22:49:14,card1,57.0,80.0,74.0,2779,298.0,100
2026-07-01 22:49:44,card0,67.0,85.0,86.0,2902,352.0,100
2026-07-01 22:49:44,card1,57.0,80.0,74.0,2842,290.0,100
2026-07-01 22:50:15,card0,67.0,85.0,86.0,2788,259.0,100
2026-07-01 22:50:15,card1,57.0,80.0,74.0,2700,311.0,100
2026-07-01 22:50:45,card0,67.0,85.0,86.0,3077,189.0,100
2026-07-01 22:50:45,card1,56.0,80.0,73.0,3075,183.0,100
2026-07-01 22:51:15,card0,67.0,85.0,86.0,2916,297.0,100
2026-07-01 22:51:15,card1,56.0,80.0,73.0,2773,288.0,100
2026-07-01 22:51:45,card0,67.0,85.0,86.0,2924,334.0,100
2026-07-01 22:51:45,card1,57.0,80.0,74.0,2862,298.0,100
2026-07-01 22:52:15,card0,67.0,85.0,86.0,2819,287.0,100
2026-07-01 22:52:15,card1,57.0,80.0,74.0,2750,277.0,100
2026-07-01 22:52:45,card0,67.0,85.0,86.0,2880,343.0,100
2026-07-01 22:52:45,card1,56.0,80.0,73.0,2629,310.0,100
2026-07-01 22:53:15,card0,67.0,85.0,86.0,3062,179.0,100
2026-07-01 22:53:15,card1,56.0,80.0,73.0,3077,161.0,100
2026-07-01 22:53:45,card0,67.0,85.0,86.0,2908,408.0,100
2026-07-01 22:53:45,card1,57.0,80.0,73.0,2755,305.0,100
2026-07-01 22:54:16,card0,67.0,85.0,86.0,3057,179.0,100
2026-07-01 22:54:16,card1,57.0,80.0,73.0,3080,165.0,100
2026-07-01 22:54:46,card0,67.0,85.0,86.0,2921,325.0,100
2026-07-01 22:54:46,card1,57.0,80.0,74.0,2741,290.0,100
2026-07-01 22:55:16,card0,67.0,85.0,86.0,3073,312.0,100
2026-07-01 22:55:16,card1,57.0,80.0,74.0,2768,321.0,100
2026-07-01 22:55:46,card0,67.0,85.0,86.0,2899,306.0,100
2026-07-01 22:55:46,card1,57.0,80.0,74.0,3077,162.0,100
2026-07-01 22:56:16,card0,67.0,85.0,86.0,2893,291.0,100
2026-07-01 22:56:16,card1,56.0,80.0,73.0,2849,306.0,100
2026-07-01 22:56:46,card0,67.0,85.0,86.0,3084,172.0,100
2026-07-01 22:56:46,card1,56.0,80.0,73.0,3080,159.0,100
2026-07-01 22:57:16,card0,67.0,85.0,86.0,3076,369.0,100
2026-07-01 22:57:16,card1,56.0,80.0,73.0,3074,156.0,100
2026-07-01 22:57:46,card0,67.0,85.0,86.0,2913,360.0,100
2026-07-01 22:57:46,card1,56.0,80.0,73.0,2811,275.0,100
2026-07-01 22:58:17,card0,67.0,85.0,86.0,2792,260.0,100
2026-07-01 22:58:17,card1,57.0,80.0,73.0,2666,295.0,100
2026-07-01 22:58:47,card0,67.0,85.0,86.0,3071,175.0,100
2026-07-01 22:58:47,card1,57.0,80.0,73.0,3069,177.0,100
2026-07-01 22:59:17,card0,67.0,85.0,86.0,2772,307.0,100
2026-07-01 22:59:17,card1,57.0,81.0,74.0,2701,311.0,100
2026-07-01 22:59:47,card0,67.0,85.0,86.0,2953,302.0,100
2026-07-01 22:59:47,card1,57.0,80.0,74.0,2866,295.0,100
2026-07-01 23:00:17,card0,,,,,,0
2026-07-01 23:00:17,card1,,,,,,0
2026-07-01 23:00:47,card0,58.0,71.0,75.0,3094,127.0,100
2026-07-01 23:00:47,card1,49.0,64.0,65.0,3126,108.0,100
2026-07-01 23:01:17,card0,60.0,72.0,76.0,2996,295.0,100
2026-07-01 23:01:17,card1,52.0,69.0,66.0,2863,285.0,100
2026-07-01 23:01:47,card0,67.0,85.0,83.0,2934,302.0,100
2026-07-01 23:01:47,card1,55.0,77.0,70.0,2865,296.0,100
2026-07-01 23:02:17,card0,66.0,83.0,84.0,2868,299.0,100
2026-07-01 23:02:17,card1,54.0,76.0,70.0,3058,172.0,100
2026-07-01 23:02:47,card0,65.0,82.0,84.0,2812,323.0,100
2026-07-01 23:02:47,card1,55.0,77.0,71.0,2826,301.0,100
2026-07-01 23:03:18,card0,65.0,83.0,84.0,2934,325.0,100
2026-07-01 23:03:18,card1,56.0,78.0,72.0,2833,270.0,100
2026-07-01 23:03:48,card0,66.0,83.0,84.0,2822,317.0,100
2026-07-01 23:03:48,card1,56.0,78.0,72.0,2763,286.0,100
2026-07-01 23:04:18,card0,66.0,84.0,85.0,2727,323.0,100
2026-07-01 23:04:18,card1,56.0,79.0,72.0,2661,295.0,100
2026-07-01 23:04:48,card0,66.0,84.0,85.0,2761,311.0,100
2026-07-01 23:04:48,card1,57.0,79.0,73.0,2667,294.0,100
2026-07-01 23:05:18,card0,67.0,84.0,85.0,2909,327.0,100
2026-07-01 23:05:18,card1,57.0,79.0,73.0,2759,295.0,100
2026-07-01 23:05:48,card0,67.0,84.0,86.0,2947,415.0,100
2026-07-01 23:05:48,card1,57.0,80.0,74.0,2807,326.0,100
2026-07-01 23:06:18,card0,67.0,85.0,86.0,2883,322.0,100
2026-07-01 23:06:18,card1,58.0,80.0,74.0,2829,339.0,100
2026-07-01 23:06:48,card0,68.0,85.0,86.0,2923,343.0,100
2026-07-01 23:06:48,card1,58.0,80.0,74.0,2751,298.0,100
2026-07-01 23:07:19,card0,67.0,85.0,86.0,2921,328.0,100
2026-07-01 23:07:19,card1,58.0,80.0,74.0,2813,292.0,100
2026-07-01 23:07:49,card0,67.0,85.0,86.0,2948,297.0,100
2026-07-01 23:07:49,card1,58.0,80.0,74.0,2831,263.0,100
2026-07-01 23:08:19,card0,67.0,85.0,86.0,2940,335.0,100
2026-07-01 23:08:19,card1,58.0,80.0,74.0,2862,309.0,100
2026-07-01 23:08:49,card0,67.0,85.0,86.0,3084,168.0,100
2026-07-01 23:08:49,card1,58.0,80.0,74.0,3131,157.0,100
2026-07-01 23:09:19,card0,67.0,85.0,86.0,2913,332.0,100
2026-07-01 23:09:19,card1,58.0,80.0,74.0,2821,300.0,100
2026-07-01 23:09:49,card0,68.0,85.0,86.0,2877,271.0,100
2026-07-01 23:09:49,card1,58.0,80.0,74.0,2784,294.0,100
2026-07-01 23:10:19,card0,68.0,85.0,86.0,3090,168.0,100
2026-07-01 23:10:19,card1,58.0,80.0,74.0,3129,157.0,100
2026-07-01 23:10:49,card0,67.0,85.0,86.0,2905,351.0,100
2026-07-01 23:10:49,card1,58.0,80.0,74.0,2795,311.0,100
2026-07-01 23:11:20,card0,67.0,85.0,86.0,2929,301.0,100
2026-07-01 23:11:20,card1,58.0,80.0,74.0,2789,303.0,100
2026-07-01 23:11:50,card0,68.0,85.0,86.0,3085,173.0,100
2026-07-01 23:11:50,card1,58.0,81.0,74.0,3126,161.0,100
2026-07-01 23:12:20,card0,68.0,86.0,86.0,3076,174.0,100
2026-07-01 23:12:20,card1,58.0,81.0,74.0,3127,162.0,100
2026-07-01 23:12:50,card0,67.0,85.0,86.0,3085,168.0,100
2026-07-01 23:12:50,card1,58.0,80.0,74.0,3124,157.0,100
2026-07-01 23:13:20,card0,67.0,85.0,86.0,2811,335.0,100
2026-07-01 23:13:20,card1,58.0,80.0,74.0,2672,296.0,100
2026-07-01 23:13:50,card0,67.0,85.0,86.0,3091,180.0,100
2026-07-01 23:13:50,card1,58.0,80.0,74.0,3125,168.0,100
2026-07-01 23:14:20,card0,67.0,85.0,86.0,2918,335.0,100
2026-07-01 23:14:20,card1,58.0,80.0,74.0,2727,253.0,100
2026-07-01 23:14:50,card0,67.0,85.0,86.0,2968,355.0,100
2026-07-01 23:14:50,card1,58.0,80.0,74.0,2820,291.0,100
2026-07-01 23:15:20,card0,67.0,85.0,86.0,2898,331.0,100
2026-07-01 23:15:20,card1,58.0,80.0,74.0,2746,265.0,100
2026-07-01 23:15:51,card0,67.0,85.0,86.0,2783,336.0,100
2026-07-01 23:15:51,card1,58.0,80.0,74.0,2672,293.0,100
2026-07-01 23:16:21,card0,67.0,85.0,86.0,2905,354.0,100
2026-07-01 23:16:21,card1,57.0,80.0,74.0,2799,285.0,100
2026-07-01 23:16:51,card0,67.0,85.0,86.0,2733,309.0,100
2026-07-01 23:16:51,card1,57.0,80.0,74.0,2675,300.0,100
2026-07-01 23:17:21,card0,67.0,85.0,86.0,2932,286.0,100
2026-07-01 23:17:21,card1,58.0,80.0,74.0,2878,359.0,100
2026-07-01 23:17:51,card0,68.0,85.0,86.0,2886,287.0,100
2026-07-01 23:17:51,card1,58.0,81.0,74.0,2689,292.0,100
2026-07-01 23:18:21,card0,68.0,85.0,86.0,2879,292.0,100
2026-07-01 23:18:21,card1,58.0,81.0,74.0,2846,306.0,100
2026-07-01 23:18:51,card0,67.0,85.0,86.0,2784,290.0,100
2026-07-01 23:18:51,card1,58.0,80.0,74.0,2653,295.0,100
2026-07-01 23:19:21,card0,68.0,85.0,86.0,2787,289.0,100
2026-07-01 23:19:21,card1,58.0,80.0,74.0,2662,295.0,100
2026-07-01 23:19:52,card0,68.0,85.0,86.0,3091,168.0,100
2026-07-01 23:19:52,card1,58.0,80.0,74.0,3132,157.0,100
2026-07-01 23:20:22,card0,67.0,85.0,86.0,3091,270.0,100
2026-07-01 23:20:22,card1,58.0,80.0,74.0,3135,159.0,100
2026-07-01 23:20:52,card0,67.0,85.0,86.0,2954,421.0,100
2026-07-01 23:20:52,card1,58.0,80.0,74.0,2871,323.0,100
2026-07-01 23:21:22,card0,67.0,85.0,86.0,2959,305.0,100
2026-07-01 23:21:22,card1,58.0,80.0,74.0,2820,293.0,100
2026-07-01 23:21:52,card0,67.0,85.0,86.0,3075,176.0,100
2026-07-01 23:21:52,card1,58.0,80.0,74.0,3126,159.0,100
2026-07-01 23:22:22,card0,67.0,85.0,86.0,2929,309.0,100
2026-07-01 23:22:22,card1,58.0,80.0,74.0,2793,305.0,100
2026-07-01 23:22:52,card0,67.0,85.0,86.0,3083,168.0,100
2026-07-01 23:22:52,card1,58.0,80.0,74.0,3129,157.0,100
2026-07-01 23:23:22,card0,67.0,85.0,86.0,3083,183.0,100
2026-07-01 23:23:22,card1,58.0,80.0,74.0,3125,172.0,100
2026-07-01 23:23:52,card0,68.0,85.0,86.0,2947,381.0,100
2026-07-01 23:23:52,card1,58.0,80.0,74.0,2841,320.0,100
2026-07-01 23:24:23,card0,67.0,85.0,86.0,2923,378.0,100
2026-07-01 23:24:23,card1,58.0,80.0,74.0,2811,335.0,100
2026-07-01 23:24:53,card0,68.0,85.0,86.0,2843,314.0,100
2026-07-01 23:24:53,card1,58.0,80.0,74.0,2747,263.0,100
2026-07-01 23:25:23,card0,67.0,85.0,86.0,3026,326.0,100
2026-07-01 23:25:23,card1,58.0,80.0,74.0,3119,196.0,100
2026-07-01 23:25:53,card0,67.0,85.0,86.0,3004,343.0,100
2026-07-01 23:25:53,card1,58.0,80.0,74.0,2829,319.0,100
2026-07-01 23:26:23,card0,68.0,85.0,86.0,2914,299.0,100
2026-07-01 23:26:23,card1,58.0,80.0,74.0,2851,339.0,100
2026-07-01 23:26:53,card0,67.0,85.0,86.0,2796,299.0,100
2026-07-01 23:26:53,card1,58.0,80.0,74.0,2658,270.0,100
2026-07-01 23:27:23,card0,67.0,85.0,86.0,2866,280.0,100
2026-07-01 23:27:23,card1,58.0,80.0,74.0,2790,301.0,100
2026-07-01 23:27:53,card0,67.0,85.0,86.0,3083,187.0,100
2026-07-01 23:27:53,card1,58.0,80.0,74.0,3124,175.0,100
2026-07-01 23:28:24,card0,67.0,85.0,86.0,2928,308.0,100
2026-07-01 23:28:24,card1,58.0,80.0,74.0,2853,326.0,100
2026-07-01 23:28:54,card0,67.0,85.0,86.0,2819,367.0,100
2026-07-01 23:28:54,card1,58.0,80.0,74.0,2786,283.0,100
2026-07-01 23:29:24,card0,67.0,85.0,86.0,3075,174.0,100
2026-07-01 23:29:24,card1,58.0,80.0,74.0,3116,164.0,100
2026-07-01 23:29:54,card0,68.0,85.0,86.0,2959,174.0,100
2026-07-01 23:29:54,card1,58.0,80.0,74.0,3127,173.0,100
2026-07-01 23:30:24,card0,67.0,85.0,86.0,2917,299.0,100
2026-07-01 23:30:24,card1,58.0,80.0,74.0,2882,313.0,100
2026-07-01 23:30:54,card0,68.0,85.0,86.0,2960,286.0,100
2026-07-01 23:30:54,card1,58.0,80.0,74.0,2831,301.0,100
2026-07-01 23:31:24,card0,67.0,85.0,86.0,3085,181.0,100
2026-07-01 23:31:24,card1,58.0,80.0,74.0,3124,166.0,100
2026-07-01 23:31:54,card0,67.0,85.0,86.0,3086,173.0,100
2026-07-01 23:31:54,card1,58.0,80.0,74.0,3128,161.0,100
2026-07-01 23:32:24,card0,67.0,85.0,86.0,2930,341.0,100
2026-07-01 23:32:24,card1,58.0,80.0,74.0,2809,295.0,100
2026-07-01 23:32:55,card0,67.0,85.0,86.0,3085,171.0,100
2026-07-01 23:32:55,card1,58.0,80.0,74.0,3130,165.0,100
2026-07-01 23:33:25,card0,67.0,85.0,86.0,2897,325.0,100
2026-07-01 23:33:25,card1,58.0,80.0,74.0,2782,292.0,100
2026-07-01 23:33:55,card0,67.0,85.0,86.0,3085,386.0,100
2026-07-01 23:33:55,card1,58.0,80.0,74.0,2968,350.0,100
2026-07-01 23:34:25,card0,67.0,85.0,86.0,3086,169.0,100
2026-07-01 23:34:25,card1,58.0,80.0,74.0,3125,158.0,100
2026-07-01 23:34:55,card0,67.0,85.0,86.0,3081,171.0,100
2026-07-01 23:34:55,card1,58.0,80.0,74.0,3126,160.0,100
2026-07-01 23:35:25,card0,67.0,85.0,86.0,2912,320.0,100
2026-07-01 23:35:25,card1,58.0,80.0,74.0,2869,330.0,100
2026-07-01 23:35:55,card0,68.0,85.0,86.0,2899,336.0,100
2026-07-01 23:35:55,card1,58.0,80.0,74.0,2816,291.0,100
2026-07-01 23:36:25,card0,67.0,85.0,86.0,2762,257.0,100
2026-07-01 23:36:25,card1,58.0,80.0,74.0,2668,267.0,100
2026-07-01 23:36:55,card0,67.0,85.0,86.0,2947,371.0,100
2026-07-01 23:36:55,card1,58.0,80.0,74.0,2821,295.0,100
2026-07-01 23:37:26,card0,68.0,85.0,86.0,2802,271.0,100
2026-07-01 23:37:26,card1,58.0,80.0,74.0,2719,277.0,100
2026-07-01 23:37:56,card0,67.0,85.0,86.0,2897,297.0,100
2026-07-01 23:37:56,card1,58.0,80.0,74.0,2862,311.0,100
2026-07-01 23:38:26,card0,67.0,85.0,86.0,2834,332.0,100
2026-07-01 23:38:26,card1,58.0,80.0,74.0,2648,292.0,100
2026-07-01 23:38:56,card0,68.0,85.0,86.0,2893,344.0,100
2026-07-01 23:38:56,card1,58.0,80.0,74.0,2834,342.0,100
2026-07-01 23:39:26,card0,68.0,85.0,86.0,2728,294.0,100
2026-07-01 23:39:26,card1,58.0,80.0,74.0,2650,303.0,100
2026-07-01 23:39:56,card0,67.0,85.0,86.0,2880,316.0,100
2026-07-01 23:39:56,card1,58.0,80.0,74.0,2832,310.0,100
2026-07-01 23:40:26,card0,67.0,84.0,86.0,2932,283.0,100
2026-07-01 23:40:26,card1,57.0,79.0,74.0,2837,321.0,100
2026-07-01 23:40:56,card0,68.0,85.0,86.0,3085,176.0,100
2026-07-01 23:40:56,card1,57.0,80.0,74.0,3125,170.0,100
2026-07-01 23:41:26,card0,68.0,85.0,86.0,2901,322.0,100
2026-07-01 23:41:26,card1,58.0,80.0,74.0,2796,299.0,100
2026-07-01 23:41:57,card0,67.0,83.0,85.0,3086,131.0,100
2026-07-01 23:41:57,card1,57.0,78.0,73.0,3130,111.0,100
2026-07-01 23:42:27,card0,61.0,72.0,79.0,3091,120.0,100
2026-07-01 23:42:27,card1,52.0,67.0,68.0,3131,107.0,100
2026-07-01 23:42:57,card0,61.0,73.0,78.0,3090,121.0,100
2026-07-01 23:42:57,card1,49.0,64.0,65.0,3133,106.0,100
2026-07-01 23:43:27,card0,67.0,84.0,83.0,2910,306.0,100
2026-07-01 23:43:27,card1,51.0,73.0,68.0,2795,294.0,100
2026-07-01 23:43:57,card0,66.0,83.0,85.0,2935,332.0,100
2026-07-01 23:43:57,card1,53.0,75.0,70.0,2857,293.0,100
2026-07-01 23:44:27,card0,65.0,82.0,84.0,2882,335.0,100
2026-07-01 23:44:27,card1,53.0,76.0,70.0,2842,323.0,100
2026-07-01 23:44:57,card0,65.0,82.0,84.0,2929,285.0,100
2026-07-01 23:44:57,card1,55.0,77.0,71.0,2783,310.0,100
2026-07-01 23:45:27,card0,65.0,82.0,84.0,2896,291.0,100
2026-07-01 23:45:27,card1,56.0,78.0,72.0,2767,293.0,100
2026-07-01 23:45:57,card0,66.0,83.0,84.0,3085,166.0,100
2026-07-01 23:45:57,card1,56.0,79.0,72.0,3125,157.0,100
2026-07-01 23:46:28,card0,66.0,83.0,84.0,2999,307.0,100
2026-07-01 23:46:28,card1,57.0,79.0,73.0,2868,329.0,100
2026-07-01 23:46:58,card0,66.0,84.0,85.0,2940,298.0,100
2026-07-01 23:46:58,card1,57.0,79.0,74.0,2842,284.0,100
2026-07-01 23:47:28,card0,67.0,84.0,86.0,2918,320.0,100
2026-07-01 23:47:28,card1,58.0,80.0,74.0,2812,314.0,100
2026-07-01 23:47:58,card0,67.0,85.0,86.0,2793,331.0,100
2026-07-01 23:47:58,card1,58.0,80.0,74.0,2653,292.0,100
2026-07-01 23:48:28,card0,68.0,85.0,86.0,2939,219.0,100
2026-07-01 23:48:28,card1,58.0,81.0,74.0,2882,311.0,100
2026-07-01 23:48:58,card0,67.0,85.0,86.0,3085,169.0,100
2026-07-01 23:48:58,card1,58.0,80.0,74.0,3123,159.0,100
2026-07-01 23:49:28,card0,68.0,85.0,86.0,2951,256.0,100
2026-07-01 23:49:28,card1,58.0,80.0,74.0,2775,354.0,100
2026-07-01 23:49:58,card0,68.0,85.0,86.0,2943,307.0,100
2026-07-01 23:49:58,card1,58.0,80.0,74.0,2799,311.0,100
2026-07-01 23:50:28,card0,67.0,85.0,86.0,2926,301.0,100
2026-07-01 23:50:28,card1,57.0,80.0,74.0,2769,290.0,100
2026-07-01 23:50:59,card0,67.0,85.0,86.0,2885,326.0,100
2026-07-01 23:50:59,card1,58.0,80.0,74.0,2832,288.0,100
2026-07-01 23:51:29,card0,68.0,85.0,86.0,2936,298.0,100
2026-07-01 23:51:29,card1,58.0,80.0,74.0,2762,301.0,100
2026-07-01 23:51:59,card0,67.0,85.0,86.0,2918,298.0,100
2026-07-01 23:51:59,card1,58.0,80.0,74.0,2814,305.0,100
2026-07-01 23:52:29,card0,68.0,85.0,86.0,2957,307.0,100
2026-07-01 23:52:29,card1,58.0,80.0,74.0,2836,350.0,100
2026-07-01 23:52:59,card0,68.0,85.0,86.0,2777,312.0,100
2026-07-01 23:52:59,card1,58.0,80.0,74.0,2655,310.0,100
2026-07-01 23:53:29,card0,68.0,85.0,86.0,2930,297.0,100
2026-07-01 23:53:29,card1,58.0,80.0,74.0,2939,181.0,100
2026-07-01 23:53:59,card0,67.0,85.0,86.0,3088,167.0,100
2026-07-01 23:53:59,card1,58.0,80.0,74.0,3127,157.0,100
2026-07-01 23:54:29,card0,67.0,85.0,86.0,2900,306.0,100
2026-07-01 23:54:29,card1,57.0,80.0,74.0,2848,294.0,100
2026-07-01 23:54:59,card0,68.0,85.0,86.0,2883,332.0,100
2026-07-01 23:54:59,card1,58.0,80.0,74.0,2734,265.0,100
2026-07-01 23:55:30,card0,67.0,85.0,86.0,2913,408.0,100
2026-07-01 23:55:30,card1,58.0,80.0,74.0,2784,312.0,100
2026-07-01 23:56:00,card0,67.0,85.0,86.0,3083,169.0,100
2026-07-01 23:56:00,card1,58.0,80.0,74.0,3124,158.0,100
2026-07-01 23:56:30,card0,67.0,85.0,86.0,2893,350.0,100
2026-07-01 23:56:30,card1,58.0,80.0,74.0,2814,324.0,100
2026-07-01 23:57:00,card0,67.0,85.0,86.0,2869,351.0,100
2026-07-01 23:57:00,card1,58.0,80.0,74.0,2792,312.0,100
2026-07-01 23:57:30,card0,67.0,85.0,86.0,3080,169.0,100
2026-07-01 23:57:30,card1,58.0,80.0,74.0,3124,158.0,100
2026-07-01 23:58:00,card0,67.0,85.0,86.0,2857,352.0,100
2026-07-01 23:58:00,card1,58.0,80.0,74.0,2804,299.0,100
2026-07-01 23:58:30,card0,68.0,85.0,86.0,3088,177.0,100
2026-07-01 23:58:30,card1,58.0,80.0,74.0,3127,160.0,100
2026-07-01 23:59:00,card0,67.0,85.0,86.0,2900,367.0,100
2026-07-01 23:59:00,card1,58.0,80.0,74.0,2870,294.0,100
2026-07-01 23:59:31,card0,67.0,85.0,86.0,2899,324.0,100
2026-07-01 23:59:31,card1,58.0,80.0,74.0,2817,323.0,100
2026-07-02 00:00:01,card0,67.0,85.0,86.0,3083,198.0,100
2026-07-02 00:00:01,card1,58.0,80.0,74.0,3123,183.0,100
2026-07-02 00:00:31,card0,68.0,85.0,86.0,2886,319.0,100
2026-07-02 00:00:31,card1,58.0,80.0,74.0,2770,293.0,100
2026-07-02 00:01:01,card0,67.0,85.0,86.0,2825,356.0,100
2026-07-02 00:01:01,card1,58.0,80.0,74.0,2851,320.0,100
2026-07-02 00:01:31,card0,67.0,85.0,86.0,2912,296.0,100
2026-07-02 00:01:31,card1,58.0,80.0,74.0,2787,298.0,100
2026-07-02 00:02:01,card0,68.0,85.0,86.0,2750,314.0,100
2026-07-02 00:02:01,card1,58.0,80.0,74.0,2649,301.0,100
2026-07-02 00:02:31,card0,68.0,85.0,86.0,2904,211.0,100
2026-07-02 00:02:31,card1,58.0,81.0,74.0,3030,168.0,100
2026-07-02 00:03:01,card0,67.0,85.0,86.0,2859,292.0,100
2026-07-02 00:03:01,card1,58.0,80.0,74.0,2741,308.0,100
2026-07-02 00:03:31,card0,67.0,85.0,86.0,3089,179.0,100
2026-07-02 00:03:31,card1,58.0,80.0,74.0,3124,171.0,100
2026-07-02 00:04:02,card0,67.0,85.0,86.0,2799,375.0,100
2026-07-02 00:04:02,card1,58.0,80.0,74.0,2801,310.0,100
