step,E,var
0,-12.48000000,1.92e-2
500,-12.48499904,2.66e-5
1000,-12.48500390,5.42e-6
1500,-12.48500462,2.19e-6
2000,-12.48500471,1.72e-6
2500,-12.48500488,9.61e-7
3000,-12.48500491,7.89e-7
3500,-12.48500493,7.20e-7
4000,-12.48500493,6.96e-7
