step,E,var
0,-12.48000000,1.92e-2
500,-12.48499568,7.33e-5
1000,-12.48500139,3.23e-5
1500,-12.48500078,2.89e-5
2000,-12.48500332,1.62e-5
2500,-12.48500359,1.35e-5
3000,-12.48500388,1.15e-5
3500,-12.48500393,1.08e-5
4000,-12.48500401,1.02e-5
