step,E,var
0,-21.72000000,7.87e+0
500,-23.30055221,2.32e-2
1000,-23.30128886,1.00e-2
1500,-23.30150740,6.21e-3
2000,-23.30165425,4.13e-3
2500,-23.30168571,3.38e-3
3000,-23.30172046,2.89e-3
3500,-23.30174502,2.58e-3
4000,-23.30175181,2.47e-3
