step,E,var
0,-13.08000000,9.72e-2
500,-13.10640525,2.96e-3
1000,-13.10673040,9.49e-4
1500,-13.10677427,6.28e-4
2000,-13.10679583,4.82e-4
2500,-13.10681485,3.86e-4
3000,-13.10682130,3.38e-4
3500,-13.10682417,3.15e-4
4000,-13.10682563,3.03e-4
