step,E,var
0,-19.68000000,4.92e+0
500,-21.12625839,5.29e-3
1000,-21.12675538,1.32e-3
1500,-21.12680792,6.95e-4
2000,-21.12684322,3.52e-4
2500,-21.12684910,2.58e-4
3000,-21.12685470,2.01e-4
3500,-21.12685671,1.78e-4
4000,-21.12685756,1.66e-4
