step,E,var
0,-24.00000000,1.20e+1
500,-25.52169354,8.91e-2
1000,-25.52379414,3.67e-2
1500,-25.52440856,2.04e-2
2000,-25.52464990,1.38e-2
2500,-25.52476357,1.07e-2
3000,-25.52482333,9.06e-3
3500,-25.52485439,8.18e-3
4000,-25.52487028,7.74e-3
