step,E,var
0,-15.00000000,7.50e-1
500,-15.32212781,3.66e-3
1000,-15.32221490,2.33e-3
1500,-15.32247833,1.10e-3
2000,-15.32248770,9.22e-4
2500,-15.32252642,6.85e-4
3000,-15.32253577,5.97e-4
3500,-15.32254220,5.41e-4
4000,-15.32254521,5.16e-4
