step,E,var
0,-17.88000000,2.88e+0
500,-19.02480413,4.69e-3
1000,-19.02483473,3.42e-3
1500,-19.02515736,1.50e-3
2000,-19.02523464,9.00e-4
2500,-19.02526436,6.07e-4
3000,-19.02527472,5.01e-4
3500,-19.02527884,4.52e-4
4000,-19.02528087,4.28e-4
