step,E,var
0,-17.88000000,2.88e+0
500,-19.02201318,6.42e-2
1000,-19.02398798,2.72e-2
1500,-19.02449453,1.72e-2
2000,-19.02471742,1.28e-2
2500,-19.02483251,1.05e-2
3000,-19.02489468,9.18e-3
3500,-19.02492721,8.52e-3
4000,-19.02494538,8.14e-3
