step,E,var
0,-13.92000000,3.07e-1
500,-14.01274467,7.50e-3
1000,-14.01855851,1.91e-2
1500,-14.02052729,7.43e-3
2000,-14.02076883,5.02e-3
2500,-14.02082188,4.18e-3
3000,-14.02087442,3.71e-3
3500,-14.02089699,3.49e-3
4000,-14.02090659,3.37e-3
