step,E,var
0,-21.72000000,7.87e+0
500,-23.30160038,2.86e-3
1000,-23.30164307,2.13e-3
1500,-23.30180813,6.91e-4
2000,-23.30184272,3.78e-4
2500,-23.30185974,2.19e-4
3000,-23.30186323,1.72e-4
3500,-23.30186512,1.46e-4
4000,-23.30186587,1.36e-4
