step,E,var
0,-16.32000000,1.56e+0
500,-17.04827211,6.87e-3
1000,-17.04867850,2.65e-3
1500,-17.04877287,1.65e-3
2000,-17.04885408,1.05e-3
2500,-17.04888439,7.88e-4
3000,-17.04889912,6.69e-4
3500,-17.04890600,6.03e-4
4000,-17.04890871,5.75e-4
