step,E,var
0,-15.00000000,7.50e-1
500,-15.32076389,2.61e-2
1000,-15.32168787,1.25e-2
1500,-15.32209439,8.01e-3
2000,-15.32221148,6.28e-3
2500,-15.32227273,5.34e-3
3000,-15.32231478,4.76e-3
3500,-15.32233283,4.46e-3
4000,-15.32234402,4.29e-3
