step,E,var
0,-24.00000000,1.20e+1
500,-25.52421580,1.36e-2
1000,-25.52482028,5.10e-3
1500,-25.52499597,2.64e-3
2000,-25.52498888,2.22e-3
2500,-25.52506453,1.42e-3
3000,-25.52507771,1.20e-3
3500,-25.52508583,1.08e-3
4000,-25.52508977,1.02e-3
