step,E,var
0,-16.32000000,1.56e+0
500,-17.04652921,4.23e-2
1000,-17.04788340,1.95e-2
1500,-17.04825992,1.28e-2
2000,-17.04845393,9.60e-3
2500,-17.04854725,7.96e-3
3000,-17.04860092,7.01e-3
3500,-17.04862794,6.53e-3
4000,-17.04864176,6.27e-3
