step,E,var
0,-12.48000000,1.92e-2
500,-12.48495041,2.49e-4
1000,-12.48491953,4.04e-4
1500,-12.48495895,2.66e-4
2000,-12.48497859,1.47e-4
2500,-12.48498656,1.06e-4
3000,-12.48499287,7.99e-5
3500,-12.48499498,6.87e-5
4000,-12.48499585,6.33e-5
