step,E,var
0,-12.12000000,1.20e-3
500,-12.12029944,1.67e-5
1000,-12.12030268,1.99e-6
1500,-12.12030280,1.36e-6
2000,-12.12030282,1.20e-6
2500,-12.12030284,1.07e-6
3000,-12.12030285,1.01e-6
3500,-12.12030286,9.74e-7
4000,-12.12030286,9.56e-7
