step,E,var
0,-15.00000000,7.50e-1
500,-15.26018709,5.22e-2
1000,-15.26707929,4.96e-2
1500,-15.32146277,1.10e-2
2000,-15.32206930,5.33e-3
2500,-15.32224663,3.61e-3
3000,-15.32231142,2.97e-3
3500,-15.32234428,2.66e-3
4000,-15.32235833,2.52e-3
