step,E,var
0,-24.00000000,1.20e+1
500,-25.52465574,4.34e-3
1000,-25.52494379,1.95e-3
1500,-25.52509202,6.00e-4
2000,-25.52510840,3.87e-4
2500,-25.52511729,2.80e-4
3000,-25.52512096,2.31e-4
3500,-25.52512317,2.05e-4
4000,-25.52512394,1.94e-4
