step,E,var
0,-19.68000000,4.92e+0
500,-21.11986218,8.74e-2
1000,-21.12470618,3.09e-2
1500,-21.12574360,1.75e-2
2000,-21.12616889,1.17e-2
2500,-21.12638844,8.78e-3
3000,-21.12646284,7.48e-3
3500,-21.12650800,6.82e-3
4000,-21.12652837,6.45e-3
