step,E,var
0,-13.08000000,9.72e-2
500,-13.10679541,5.91e-4
1000,-13.10681760,3.31e-4
1500,-13.10683729,2.13e-4
2000,-13.10684795,1.47e-4
2500,-13.10685068,1.24e-4
3000,-13.10685189,1.13e-4
3500,-13.10685264,1.06e-4
4000,-13.10685300,1.03e-4
