step,E,var
0,-13.08000000,9.72e-2
500,-13.10668206,7.20e-4
1000,-13.10685527,4.14e-5
1500,-13.10685837,2.64e-5
2000,-13.10686028,1.65e-5
2500,-13.10686118,1.20e-5
3000,-13.10686150,1.03e-5
3500,-13.10686162,9.52e-6
4000,-13.10686169,9.19e-6
