step,E,var
0,-21.72000000,7.87e+0
500,-23.29813395,8.79e-2
1000,-23.30048699,3.45e-2
1500,-23.30106233,2.06e-2
2000,-23.30131145,1.45e-2
2500,-23.30144253,1.14e-2
3000,-23.30151072,9.65e-3
3500,-23.30154579,8.75e-3
4000,-23.30156405,8.28e-3
