step,E,var
0,-13.92000000,3.07e-1
500,-14.01377317,7.52e-4
1000,-14.02091596,2.06e-3
1500,-14.02107120,7.03e-4
2000,-14.02109877,4.32e-4
2500,-14.02111394,3.08e-4
3000,-14.02112006,2.54e-4
3500,-14.02112254,2.30e-4
4000,-14.02112389,2.17e-4
