step,E,var
0,-12.12000000,1.20e-3
500,-12.12030245,4.54e-6
1000,-12.12030276,1.91e-6
1500,-12.12030277,1.59e-6
2000,-12.12030290,9.30e-7
2500,-12.12030298,5.70e-7
3000,-12.12030299,4.88e-7
3500,-12.12030300,4.54e-7
4000,-12.12030300,4.38e-7
