step,E,var
0,-13.92000000,3.07e-1
500,-14.01180959,9.20e-3
1000,-14.01297850,4.44e-3
1500,-14.01328791,2.66e-3
2000,-14.01341253,1.99e-3
2500,-14.01349504,1.43e-3
3000,-14.01352812,1.24e-3
3500,-14.01354550,1.13e-3
4000,-14.01355429,1.07e-3
