step,E,var
0,-17.88000000,2.88e+0
500,-19.02350321,2.48e-2
1000,-19.02449903,1.04e-2
1500,-19.02458693,7.43e-3
2000,-19.02498491,4.61e-3
2500,-19.02505460,3.66e-3
3000,-19.02509858,3.14e-3
3500,-19.02512622,2.84e-3
4000,-19.02513361,2.72e-3
