51	261	0
52	278	0
53	245	0
54	239	0
55	283	0
56	275	0
57	273	0
58	219	0
59	276	0
60	268	0
61	254	0
62	262	0
63	238	0
64	257	0
65	273	0
66	257	0
67	251	0
68	242	0
69	259	0
70	250	0
71	245	0
72	260	0
73	265	0
74	243	0
75	242	0
76	288	0
77	250	0
78	253	0
79	253	0
80	256	0
81	260	0
82	269	0
83	247	0
84	224	0
85	260	0
86	752	0
87	211	0
88	208	0
89	230	0
90	401	0
91	264	0
92	234	0
93	213	0
94	259	0
95	228	0
96	287	0
97	284	0
98	244	0
99	256	0
100	234	0
101	242	0
102	271	0
103	289	0
104	240	0
105	266	0
106	257	0
107	261	0
108	247	0
109	249	0
110	245	0
111	311	0
112	258	0
113	235	0
114	258	0
115	293	0
116	264	0
117	226	0
118	261	0
119	270	0
120	265	0
121	256	0
122	238	0
123	234	0
124	275	0
125	288	0
126	243	0
127	237	0
128	270	0
129	273	0
130	261	0
131	227	0
132	265	0
133	249	0
134	288	0
135	256	0
136	245	0
137	244	0
138	284	0
139	279	0
140	236	0
141	221	0
142	275	0
143	267	0
144	266	0
145	226	0
146	266	0
147	284	0
148	289	0
149	225	0
150	241	0
151	252	0
152	305	0
153	264	0
154	227	0
155	950	0
156	236	0
157	206	0
158	225	0
159	242	0
160	212	0
161	218	0
162	235	0
163	261	0
164	289	0
165	314	0
166	216	0
167	218	0
168	255	0
169	299	0
170	263	0
171	220	0
172	257	0
173	274	0
174	271	0
175	256	0
176	261	0
177	267	0
178	462	0
179	275	0
180	279	0
181	254	0
182	264	0
183	271	0
184	283	0
185	247	0
186	246	0
187	245	0
188	216	0
189	258	0
190	254	0
191	249	0
192	277	0
193	270	0
194	235	0
195	248	0
196	243	0
197	270	0
198	270	0
199	246	0
200	245	0
