51	246	0
52	257	0
53	435	0
54	247	0
55	217	0
56	250	0
57	264	0
58	241	0
59	261	0
60	259	0
61	277	0
62	247	0
63	247	0
64	281	0
65	245	0
66	264	0
67	251	0
68	232	0
69	262	0
70	263	0
71	248	0
72	245	0
73	256	0
74	273	0
75	252	0
76	262	0
77	228	0
78	279	0
79	253	0
80	255	0
81	252	0
82	241	0
83	270	0
84	857	0
85	249	0
86	215	0
87	221	0
88	260	0
89	260	0
90	269	0
91	268	0
92	240	0
93	212	0
94	260	0
95	254	0
96	277	0
97	288	0
98	217	0
99	248	0
100	281	0
101	265	0
102	250	0
103	241	0
104	266	0
105	295	0
106	303	0
107	366	0
108	302	0
109	292	0
110	273	0
111	249	0
112	257	0
113	214	0
114	221	0
115	269	0
116	261	0
117	258	0
118	235	0
119	257	0
120	263	0
121	278	0
122	247	0
123	223	0
124	251	0
125	267	0
126	337	0
127	246	0
128	219	0
129	245	0
130	280	0
131	319	0
132	223	0
133	225	0
134	266	0
135	285	0
136	243	0
137	246	0
138	249	0
139	259	0
140	283	0
141	244	0
142	234	0
143	269	0
144	276	0
145	243	0
146	249	0
147	242	0
148	257	0
149	269	0
150	259	0
151	244	0
152	276	0
153	283	0
154	736	0
155	273	0
156	250	0
157	216	0
158	250	0
159	272	0
160	231	0
161	215	0
162	217	0
163	273	0
164	271	0
165	262	0
166	229	0
167	254	0
168	267	0
169	261	0
170	248	0
171	246	0
172	249	0
173	269	0
174	258	0
175	274	0
176	261	0
177	570	0
178	220	0
179	218	0
180	239	0
181	213	0
182	240	0
183	232	0
184	238	0
185	287	0
186	280	0
187	242	0
188	240	0
189	246	0
190	279	0
191	284	0
192	248	0
193	319	0
194	217	0
195	267	0
196	269	0
197	240	0
198	918	0
199	266	0
200	208	0
