net	variant	prec	arm	bs	workers	med_ms	min_ms	p90_ms	mean_ms	wait_ms	steps_ep	elapsed_s	note
r34	momdp64bf16	bf16	fed	64	4	139	136	141	139	3	5004	173	
r50	momdp64bf16	bf16	fed	64	8	228	224	233	228	4	5004	256	
r50a3	lambaccdp8x64wxclipbcebf16	bf16	fed	64	8	153	141	164	153	12	5000	219	
r50a3x128	lambaccdp4x128wxclipbcebf16	bf16	fed	128	8	282	245	315	546	37	2500	409	
