net	variant	prec	arm	bs	workers	med_ms	min_ms	p90_ms	mean_ms	wait_ms	steps_ep	elapsed_s	note
r50a3x128	lambaccdp4x128wxclipbcebf16	bf16	synth	128	8	232	229	233	231	3	2500	184	
r50a3x128	lambaccdp4x128wxclipbcebf16	bf16	fed	128	8	285	251	305	404	34	2500	350	
