epoch,train_loss,lr,top1,top5
1,7.000162,0.000013,0.506000,2.198000
2,6.867127,0.000025,0.606000,2.574000
3,6.824517,0.000038,1.410000,5.230000
4,6.706240,0.000050,2.818000,8.914000
5,6.584476,0.000063,5.108000,15.150000
6,6.429606,0.000075,8.346000,22.206000
7,6.273346,0.000087,13.048000,30.052000
8,6.101430,0.000100,17.640000,38.042000
9,5.919647,0.000112,23.700000,46.724000
10,5.733899,0.000125,29.996000,54.434000
11,5.564027,0.000138,34.456000,59.534000
12,5.402629,0.000150,39.638000,64.876000
13,5.247379,0.000163,43.600000,68.890000
14,5.105299,0.000175,47.584000,72.782000
15,4.970017,0.000188,50.412000,75.292000
16,4.862670,0.000200,52.706000,77.400000
17,4.775700,0.000212,55.412000,79.276000
18,4.697831,0.000225,57.104000,80.670000
19,4.622793,0.000238,58.402000,81.720000
20,4.587678,0.000250,59.576000,82.832000
21,4.516302,0.000250,60.918000,83.422000
22,4.458521,0.000250,61.982000,84.278000
23,4.401623,0.000250,62.698000,84.948000
24,4.360578,0.000250,63.658000,85.696000
25,4.321880,0.000250,64.848000,86.242000
26,4.265762,0.000250,64.822000,86.700000
27,4.227161,0.000250,65.780000,87.162000
28,4.206849,0.000249,66.478000,87.724000
29,4.162749,0.000249,66.892000,87.772000
30,4.143704,0.000249,67.292000,88.246000
31,4.137751,0.000249,67.962000,88.382000
32,4.107176,0.000249,68.222000,88.614000
33,4.083817,0.000249,68.718000,89.102000
34,4.049912,0.000248,69.128000,89.408000
35,4.032291,0.000248,69.528000,89.256000
36,4.009807,0.000248,69.684000,89.384000
37,4.010835,0.000248,70.270000,89.822000
38,3.980054,0.000247,70.166000,89.888000
39,3.982089,0.000247,70.520000,89.978000
40,3.962023,0.000247,70.484000,90.068000
41,3.939034,0.000247,70.508000,90.240000
42,3.936277,0.000246,70.918000,90.408000
43,3.923233,0.000246,71.026000,90.398000
44,3.901434,0.000245,71.406000,90.586000
45,3.876838,0.000245,71.712000,90.706000
46,3.881682,0.000245,71.894000,90.898000
47,3.868442,0.000244,71.874000,91.040000
48,3.848870,0.000244,72.296000,91.232000
49,3.860338,0.000243,72.152000,91.084000
50,3.842133,0.000243,72.374000,91.226000
51,3.839548,0.000243,72.316000,91.180000
52,3.821242,0.000242,72.530000,91.188000
53,3.816893,0.000242,72.560000,91.334000
54,3.817298,0.000241,73.074000,91.492000
55,3.793569,0.000240,73.020000,91.512000
56,3.803028,0.000240,73.128000,91.488000
57,3.778415,0.000239,72.770000,91.540000
58,3.775095,0.000239,73.044000,91.596000
59,3.772018,0.000238,73.210000,91.704000
60,3.764385,0.000238,73.342000,91.734000
61,3.761333,0.000237,73.240000,91.798000
62,3.760007,0.000236,73.742000,91.966000
63,3.756309,0.000236,73.542000,91.804000
64,3.720355,0.000235,73.844000,91.990000
65,3.730523,0.000234,73.752000,92.102000
66,3.728243,0.000234,73.638000,92.024000
