utc	epoch	pid	etime_s	rss_gib	arena_class_gib	arena_class_maps	threads
2026-09-17 04:25:41	1	3825455	1257	5.08	3.35	378	168
2026-09-17 04:25:41	1	3825569	1254	5.06	3.45	368	168
2026-09-17 04:25:41	1	3825795	1249	5.08	3.48	371	168
2026-09-17 04:25:42	1	3826026	1245	5.09	3.38	373	168
2026-09-17 04:48:12	2	3841024	1263	4.86	3.25	378	168
2026-09-17 04:48:12	2	3841163	1259	4.99	3.40	376	168
2026-09-17 04:48:12	2	3841361	1255	5.06	3.39	368	168
2026-09-17 04:48:12	2	3841575	1251	5.19	3.32	370	168
2026-09-17 05:08:43	3	3841024	2494	5.29	3.65	378	168
2026-09-17 05:08:43	3	3841163	2490	5.26	3.60	362	168
2026-09-17 05:08:43	3	3841361	2486	5.22	3.55	358	168
2026-09-17 05:08:43	3	3841575	2482	5.36	3.65	359	168
2026-09-17 05:29:14	4	3841024	3725	5.46	3.70	374	168
2026-09-17 05:29:14	4	3841163	3721	5.39	3.72	354	168
2026-09-17 05:29:14	4	3841361	3717	5.39	3.72	356	168
2026-09-17 05:29:14	4	3841575	3713	5.37	3.66	350	168
2026-09-17 05:49:45	5	3841024	4956	5.37	3.70	373	168
2026-09-17 05:49:45	5	3841163	4952	5.46	3.80	345	168
2026-09-17 05:49:45	5	3841361	4948	5.45	3.78	348	168
2026-09-17 05:49:45	5	3841575	4944	5.46	3.74	343	168
2026-09-17 06:09:46	6	3841024	6157	5.41	3.74	369	168
2026-09-17 06:09:46	6	3841163	6153	5.50	3.84	342	168
2026-09-17 06:09:46	6	3841361	6149	5.67	3.85	340	168
2026-09-17 06:09:46	6	3841575	6145	5.64	3.77	338	168
2026-09-17 06:30:17	7	3841024	7388	5.40	3.74	363	168
2026-09-17 06:30:17	7	3841163	7384	5.54	3.87	337	168
2026-09-17 06:30:17	7	3841361	7380	5.53	3.86	335	168
2026-09-17 06:30:17	7	3841575	7376	5.66	3.78	333	168
2026-09-17 06:50:48	8	3841024	8619	5.52	3.81	361	168
2026-09-17 06:50:48	8	3841163	8615	5.47	3.79	334	168
2026-09-17 06:50:48	8	3841361	8611	5.58	3.90	334	168
2026-09-17 06:50:48	8	3841575	8607	5.54	3.79	333	168
2026-09-17 07:10:49	9	3841024	9820	5.57	3.91	362	168
2026-09-17 07:10:49	9	3841163	9816	5.67	3.85	330	168
2026-09-17 07:10:49	9	3841361	9812	5.77	3.95	333	168
2026-09-17 07:10:49	9	3841575	9808	5.58	3.84	330	168
2026-09-17 07:31:20	10	3841163	11047	5.74	3.90	329	168
2026-09-17 07:31:20	10	3841361	11042	5.84	4.04	331	168
2026-09-17 07:31:20	10	3841575	11038	5.60	3.86	329	168
2026-09-17 07:31:20	10	3879404	17	3.71	2.22	398	168
2026-09-17 07:51:51	11	3841163	12278	5.60	3.91	328	168
2026-09-17 07:51:51	11	3841361	12273	5.73	4.04	331	168
2026-09-17 07:51:51	11	3841575	12269	5.62	3.88	328	168
2026-09-17 07:51:51	11	3879404	1248	4.94	3.22	382	168
2026-09-17 08:11:51	12	3841163	13478	5.61	3.91	328	168
2026-09-17 08:11:52	12	3841361	13474	5.98	4.15	329	168
2026-09-17 08:11:52	12	3841575	13470	5.69	3.85	328	168
2026-09-17 08:11:52	12	3879404	2448	5.23	3.59	376	168
2026-09-17 08:32:22	13	3841163	14709	5.80	4.02	328	168
2026-09-17 08:32:22	13	3841361	14705	5.71	4.02	330	168
2026-09-17 08:32:23	13	3841575	14701	5.67	3.91	328	168
2026-09-17 08:32:23	13	3879404	3679	5.41	3.75	374	168
2026-09-17 08:52:23	14	3841163	15910	5.93	4.08	326	168
2026-09-17 08:52:23	14	3841361	15906	5.82	4.01	328	168
2026-09-17 08:52:24	14	3841575	15902	5.59	3.84	328	168
2026-09-17 08:52:24	14	3879404	4880	5.46	3.79	369	168
2026-09-17 09:12:54	15	3841163	17141	5.85	3.99	325	168
2026-09-17 09:12:54	15	3841361	17137	5.72	4.02	327	168
2026-09-17 09:12:54	15	3841575	17133	5.61	3.87	326	168
2026-09-17 09:12:55	15	3879404	6111	5.49	3.83	365	168
2026-09-17 09:32:55	16	3841163	18342	5.76	4.04	324	168
2026-09-17 09:32:55	16	3841361	18338	5.88	4.18	328	168
2026-09-17 09:32:55	16	3841575	18334	5.80	3.90	326	168
2026-09-17 09:32:56	16	3879404	7312	5.61	3.83	367	168
2026-09-17 09:53:26	17	3841163	19573	5.82	3.96	324	168
2026-09-17 09:53:26	17	3841361	19569	5.99	4.16	326	168
2026-09-17 09:53:26	17	3841575	19565	5.77	4.04	325	168
2026-09-17 09:53:26	17	3879404	8543	5.54	3.87	363	168
2026-09-17 10:13:27	18	3841163	20774	5.69	3.97	324	168
2026-09-17 10:13:27	18	3841361	20770	5.91	4.22	327	168
2026-09-17 10:13:27	18	3841575	20766	5.98	3.97	323	168
2026-09-17 10:13:27	18	3879404	9744	5.68	3.86	363	168
2026-09-17 10:33:28	19	3841163	21975	5.77	4.07	325	168
2026-09-17 10:33:28	19	3841361	21971	5.81	4.12	323	168
2026-09-17 10:33:28	19	3841575	21967	5.77	4.01	323	168
2026-09-17 10:33:28	19	3879404	10945	5.72	3.79	363	168
2026-09-17 10:53:29	20	3841361	23172	5.79	4.10	323	168
2026-09-17 10:53:29	20	3841575	23168	5.74	3.99	319	168
2026-09-17 10:53:29	20	3879404	12146	5.52	3.85	364	168
2026-09-17 10:53:29	20	3919240	5	3.57	2.03	400	168
2026-09-17 11:14:00	21	3841361	24403	5.79	4.09	323	168
2026-09-17 11:14:00	21	3841575	24399	5.79	3.98	321	168
2026-09-17 11:14:00	21	3879404	13377	5.48	3.81	357	168
2026-09-17 11:14:00	21	3919240	1236	4.89	3.24	382	168
2026-09-17 11:34:01	22	3841361	25604	5.97	4.11	325	168
2026-09-17 11:34:01	22	3841575	25600	5.79	3.98	319	168
2026-09-17 11:34:01	22	3879404	14578	5.66	3.99	349	168
2026-09-17 11:34:01	22	3919240	2437	5.09	3.43	378	168
2026-09-17 11:54:02	23	3841361	26805	5.79	4.08	323	168
2026-09-17 11:54:02	23	3841575	26801	6.01	4.00	321	168
2026-09-17 11:54:02	23	3879404	15779	5.61	3.89	342	168
2026-09-17 11:54:02	23	3919240	3638	5.34	3.49	369	168
2026-09-17 12:14:33	24	3841361	28036	5.84	4.13	323	168
2026-09-17 12:14:33	24	3841575	28032	5.75	3.97	319	168
2026-09-17 12:14:33	24	3879404	17010	5.61	3.90	338	168
2026-09-17 12:14:33	24	3919240	4869	5.47	3.69	367	168
2026-09-17 12:34:34	25	3841361	29237	5.78	4.07	323	168
2026-09-17 12:34:34	25	3841575	29233	5.83	4.03	321	168
2026-09-17 12:34:34	25	3879404	18211	5.64	3.86	333	168
2026-09-17 12:34:34	25	3919240	6070	5.48	3.77	366	168
2026-09-17 12:54:35	26	3841361	30438	5.83	4.11	324	168
