epoch	unix	utc	trainer_rss_anon_kb	mem_available_kb	swap_used_kb
1	1789619133	2026-09-17 04:25:33		189495708	1181824
2	1789620490	2026-09-17 04:48:10	33475904	135588444	4193276
3	1789621714	2026-09-17 05:08:34	33482560	134221716	4305700
4	1789622938	2026-09-17 05:28:58	33485392	134088900	4273076
5	1789624160	2026-09-17 05:49:20	33486788	134009212	4329848
6	1789625379	2026-09-17 06:09:39	33492000	133598124	4305012
7	1789626600	2026-09-17 06:30:00	33493064	133313972	4193228
8	1789627820	2026-09-17 06:50:20	33497704	133298756	4192136
9	1789629041	2026-09-17 07:10:41	33489484	132014164	4191200
10	1789630262	2026-09-17 07:31:02	33488316	134567000	4189980
11	1789631489	2026-09-17 07:51:29	33488892	133514232	4186892
12	1789632708	2026-09-17 08:11:48	33488348	133265400	4186200
13	1789633925	2026-09-17 08:32:05	33492768	132825284	4185616
14	1789635142	2026-09-17 08:52:22	33493380	133019224	4184964
15	1789636362	2026-09-17 09:12:42	33494648	132759952	4183392
16	1789637575	2026-09-17 09:32:55	33494952	132540844	4183052
17	1789638784	2026-09-17 09:53:04	33495276	133028000	4182696
18	1789639992	2026-09-17 10:13:12	33497128	132531688	4182300
19	1789641201	2026-09-17 10:33:21	33497456	132623984	4181284
20	1789642403	2026-09-17 10:53:23	33497648	138477780	4181000
21	1789643618	2026-09-17 11:13:38	33490012	133610796	4180672
22	1789644831	2026-09-17 11:33:51	33492388	133147316	4180396
23	1789646039	2026-09-17 11:53:59	33492728	132646916	4180088
24	1789647250	2026-09-17 12:14:10	33501760	132791032	4179868
25	1789648457	2026-09-17 12:34:17	33497732	132649144	4178896
26	1789649667	2026-09-17 12:54:27	33499992	132817732	4178128
27	1789650877	2026-09-17 13:14:37	33504196	132345680	4150828
28	1789652085	2026-09-17 13:34:45	33504632	132558996	4149824
29	1789653290	2026-09-17 13:54:50	33503052	132496416	4149696
30	1789654486	2026-09-17 14:14:46	33504228	133503480	4149496
31	1789655711	2026-09-17 14:35:11	33498276	133793620	4149168
32	1789656913	2026-09-17 14:55:13	33498740	132973172	4147172
33	1789658123	2026-09-17 15:15:23	33500800	133031312	4147008
34	1789659324	2026-09-17 15:35:24	33500944	132310444	4146292
35	1789660527	2026-09-17 15:55:27	33503104	132728772	4145496
36	1789661728	2026-09-17 16:15:28	33503220	132898340	4145360
37	1789662937	2026-09-17 16:35:37	33505332	132635552	4144664
38	1789664145	2026-09-17 16:55:45	33505580	131739704	4144612
39	1789665351	2026-09-17 17:15:51	33512260	132544504	4144520
40	1789666560	2026-09-17 17:36:00	33503460	138628420	4144020
41	1789667778	2026-09-17 17:56:18	33498860	133513788	4051680
42	1789668986	2026-09-17 18:16:26	33498060	133514912	4051544
43	1789670183	2026-09-17 18:36:23	33502096	132849296	4051504
44	1789671399	2026-09-17 18:56:39	33499272	132545400	4051344
45	1789672599	2026-09-17 19:16:39	33502532	132029920	4051148
46	1789673798	2026-09-17 19:36:38	33502664	131418976	4050868
47	1789674989	2026-09-17 19:56:29	33507592	131460888	4050792
48	1789676188	2026-09-17 20:16:28	33502120	131314244	4050420
49	1789677386	2026-09-17 20:36:26	33508208	130328568	4050356
50	1789678593	2026-09-17 20:56:33	33503400	132556728	4050256
51	1789679818	2026-09-17 21:16:58	33500484	133528008	4050180
52	1789681020	2026-09-17 21:37:00	33498632	133511700	4050076
53	1789682223	2026-09-17 21:57:03	33502752	133080788	4049964
54	1789683428	2026-09-17 22:17:08	33502836	132998992	4049932
55	1789684634	2026-09-17 22:37:14	33505060	131930104	4049624
56	1789685839	2026-09-17 22:57:19	33507180	132688348	4049548
57	1789687039	2026-09-17 23:17:19	33507240	132995136	4049508
58	1789688245	2026-09-17 23:37:25	33509308	132528072	4049332
59	1789689449	2026-09-17 23:57:29	33505316	132832976	4049316
60	1789690649	2026-09-18 00:17:29	33508432	134193020	4049204
61	1789691867	2026-09-18 00:37:47	33499552	133527528	4049180
62	1789693072	2026-09-18 00:57:52	33498680	133325192	4049016
63	1789694274	2026-09-18 01:17:54	33501768	133074888	4048892
64	1789695473	2026-09-18 01:37:53	33502872	132344424	4048660
65	1789696677	2026-09-18 01:57:57	33504944	132840460	4048504
66	1789697881	2026-09-18 02:18:01	33507012	132073352	4048220
67	1789699084	2026-09-18 02:38:04	33510168	132277748	4047832
