net	variant	prec	arm	bs	workers	med_ms	min_ms	p90_ms	mean_ms	wait_ms	steps_ep	elapsed_s	note
mnv4	adamdp64	f32	fed	64	8	233	200	254	234	33	5004	195	
mnv4	adamdp64bf16	bf16	fed	64	8	168	120	192	280	48	5004	232	
mnv4	adamdp64	f32	synth	64	8	167	164	168	167	3	5004	119	
mnv4	adamdp64bf16	bf16	synth	64	8	97	95	98	97	2	5004	108	
