utc	epoch	pid	etime_s	rss_gib	arena_class_gib	arena_class_maps	threads
2026-09-23 00:18:16	35	246946	32692	5.12	3.69	326	168
2026-09-23 00:18:16	35	247123	32690	4.89	3.56	328	168
2026-09-23 00:18:16	35	247321	32688	4.93	3.44	321	168
2026-09-23 00:34:17	36	246834	33654	4.81	3.38	324	168
2026-09-23 00:34:17	36	246946	33652	4.97	3.54	325	168
2026-09-23 00:34:17	36	247123	33650	4.84	3.48	328	168
2026-09-23 00:34:17	36	247321	33648	4.88	3.44	320	168
2026-09-23 00:49:48	37	246834	34585	4.99	3.59	322	168
2026-09-23 00:49:48	37	246946	34583	5.18	3.74	323	168
2026-09-23 00:49:48	37	247123	34581	5.07	3.71	328	168
2026-09-23 00:49:48	37	247321	34579	5.13	3.67	319	168
2026-09-23 01:05:18	38	246834	35516	5.14	3.68	321	168
2026-09-23 01:05:19	38	246946	35514	5.31	3.84	328	168
2026-09-23 01:05:19	38	247123	35512	5.23	3.83	328	168
2026-09-23 01:05:19	38	247321	35510	5.15	3.70	321	168
2026-09-23 01:20:49	39	246834	36447	5.10	3.64	321	168
2026-09-23 01:20:49	39	246946	36445	5.27	3.81	325	168
2026-09-23 01:20:50	39	247123	36443	5.19	3.84	329	168
2026-09-23 01:20:50	39	247321	36441	5.18	3.73	321	168
2026-09-23 01:36:50	40	246834	37407	4.91	3.47	321	168
2026-09-23 01:36:50	40	246946	37406	5.04	3.62	325	168
2026-09-23 01:36:50	40	247123	37404	4.98	3.64	328	168
2026-09-23 01:36:50	40	247321	37402	4.91	3.50	321	168
2026-09-23 01:52:21	41	246834	38338	5.04	3.59	322	168
2026-09-23 01:52:21	41	246946	38337	5.16	3.71	324	168
2026-09-23 01:52:21	41	247123	38335	5.09	3.74	328	168
2026-09-23 01:52:21	41	247321	38332	5.09	3.63	318	168
2026-09-23 02:08:52	42	246834	39329	4.89	3.57	323	168
2026-09-23 02:08:52	42	246946	39327	5.06	3.61	324	168
2026-09-23 02:08:52	42	247123	39325	5.02	3.66	329	168
2026-09-23 02:08:52	42	247321	39323	5.12	3.65	319	168
2026-09-23 02:24:53	43	246834	40290	4.83	3.42	320	168
2026-09-23 02:24:53	43	246946	40288	4.76	3.48	323	168
2026-09-23 02:24:53	43	247123	40286	4.96	3.62	328	168
2026-09-23 02:24:53	43	247321	40284	4.96	3.53	319	168
2026-09-23 02:40:23	44	246834	41221	5.01	3.61	321	168
2026-09-23 02:40:24	44	246946	41219	5.02	3.68	326	168
2026-09-23 02:40:24	44	247123	41217	5.09	3.78	328	168
2026-09-23 02:40:24	44	247321	41215	5.13	3.73	319	168
2026-09-23 02:55:54	45	246834	42152	5.05	3.67	322	168
2026-09-23 02:55:54	45	246946	42150	5.11	3.73	324	168
2026-09-23 02:55:54	45	247123	42148	5.07	3.75	328	168
2026-09-23 02:55:55	45	247321	42146	5.15	3.74	321	168
2026-09-23 03:12:25	46	246834	43142	5.19	3.78	320	168
2026-09-23 03:12:25	46	246946	43141	5.19	3.81	324	168
2026-09-23 03:12:25	46	247123	43139	5.27	3.95	329	168
2026-09-23 03:12:25	46	247321	43137	5.15	3.75	319	168
2026-09-23 03:28:26	47	246834	44103	4.82	3.45	320	168
2026-09-23 03:28:26	47	246946	44102	4.90	3.54	325	168
2026-09-23 03:28:26	47	247123	44100	4.89	3.60	328	168
2026-09-23 03:28:26	47	247321	44097	4.87	3.48	319	168
2026-09-23 03:44:27	48	246834	45064	5.04	3.65	320	168
2026-09-23 03:44:27	48	246946	45062	5.15	3.76	325	168
2026-09-23 03:44:27	48	247123	45060	5.07	3.76	326	168
2026-09-23 03:44:27	48	247321	45058	5.12	3.72	319	168
2026-09-23 03:59:58	49	246834	45995	5.10	3.70	321	168
2026-09-23 03:59:58	49	246946	45993	5.27	3.89	325	168
2026-09-23 03:59:58	49	247123	45991	4.98	3.78	326	168
2026-09-23 03:59:58	49	247321	45989	5.19	3.75	320	168
2026-09-23 04:15:58	50	246834	46956	4.79	3.40	320	168
2026-09-23 04:15:59	50	246946	46954	4.84	3.47	324	168
2026-09-23 04:15:59	50	247123	46952	4.84	3.54	326	168
2026-09-23 04:15:59	50	247321	46950	4.91	3.52	319	168
2026-09-23 04:31:29	51	246834	47887	4.91	3.64	320	168
2026-09-23 04:31:29	51	246946	47885	5.21	3.82	323	168
2026-09-23 04:31:29	51	247123	47883	5.09	3.77	327	168
2026-09-23 04:31:30	51	247321	47881	5.05	3.65	319	168
2026-09-23 04:48:00	52	246834	48877	4.83	3.47	321	168
2026-09-23 04:48:00	52	246946	48876	5.07	3.67	323	168
2026-09-23 04:48:00	52	247123	48874	4.95	3.66	326	168
2026-09-23 04:48:00	52	247321	48872	4.83	3.58	321	168
2026-09-23 05:04:01	53	246834	49838	5.10	3.72	321	168
2026-09-23 05:04:01	53	246946	49837	5.28	3.87	327	168
2026-09-23 05:04:01	53	247123	49835	5.06	3.75	326	168
2026-09-23 05:04:01	53	247321	49833	5.23	3.84	321	168
2026-09-23 05:20:02	54	246834	50799	5.09	3.68	320	168
2026-09-23 05:20:02	54	246946	50798	5.21	3.82	325	168
2026-09-23 05:20:02	54	247123	50795	5.07	3.75	326	168
2026-09-23 05:20:02	54	247321	50793	5.13	3.76	323	168
2026-09-23 05:36:03	55	246834	51760	5.05	3.64	320	168
2026-09-23 05:36:03	55	246946	51758	5.14	3.75	325	168
2026-09-23 05:36:03	55	247123	51756	5.05	3.75	326	168
2026-09-23 05:36:03	55	247321	51754	5.06	3.70	321	168
2026-09-23 05:52:04	56	246834	52721	5.17	3.76	320	168
2026-09-23 05:52:04	56	246946	52719	5.27	3.88	323	168
2026-09-23 05:52:04	56	247123	52717	5.17	3.85	326	168
2026-09-23 05:52:04	56	247321	52715	5.23	3.85	321	168
2026-09-23 06:07:34	57	246834	53652	5.19	3.80	321	168
2026-09-23 06:07:34	57	246946	53650	5.42	4.01	326	168
2026-09-23 06:07:35	57	247123	53648	5.24	3.92	326	168
2026-09-23 06:07:35	57	247321	53646	5.34	3.96	321	168
2026-09-23 06:23:05	58	246834	54583	4.99	3.60	319	168
2026-09-23 06:23:05	58	246946	54581	5.22	3.80	323	168
2026-09-23 06:23:05	58	247123	54579	5.13	3.83	326	168
2026-09-23 06:23:06	58	247321	54577	5.11	3.72	321	168
2026-09-23 06:39:06	59	246834	55543	4.92	3.65	320	168
2026-09-23 06:39:06	59	246946	55542	5.29	3.88	323	168
2026-09-23 06:39:06	59	247123	55540	5.20	3.92	326	168
2026-09-23 06:39:06	59	247321	55538	5.18	3.82	321	168
2026-09-23 06:55:37	60	246834	56534	4.85	3.46	321	168
