201	99	0	0	96
202	98	0	0	94
203	97	0	0	93
204	98	0	0	94
205	97	0	0	94
206	98	0	0	95
207	101	0	0	96
208	98	0	0	94
209	97	0	0	94
210	98	0	0	95
211	97	0	0	94
212	98	0	0	94
213	97	0	0	93
214	96	0	0	93
215	97	0	0	93
216	98	0	0	94
217	97	0	0	94
218	97	0	0	93
219	98	0	0	94
220	97	0	0	94
221	98	0	0	94
222	97	0	0	94
223	98	0	0	94
224	97	0	0	94
225	98	0	0	94
226	97	0	0	93
227	98	0	0	94
228	98	0	0	94
229	98	0	0	94
230	98	0	0	94
231	98	0	0	94
232	97	0	0	94
233	98	0	0	95
234	97	0	0	94
235	97	0	0	94
236	98	0	0	94
237	98	0	0	94
238	98	0	0	95
239	97	0	0	94
240	98	0	0	93
241	97	0	0	94
242	97	0	0	93
243	97	0	0	93
244	97	0	0	94
245	97	0	0	94
246	97	0	0	94
247	99	0	0	94
248	99	0	0	95
249	98	0	0	95
250	98	0	0	94
251	98	0	0	93
252	97	0	0	94
253	97	0	0	94
254	98	0	0	94
255	97	0	0	92
256	97	0	0	94
257	98	0	0	95
258	97	0	0	93
259	98	0	0	94
260	98	0	0	95
261	98	0	0	95
262	99	0	0	96
263	97	0	0	94
264	99	0	0	94
265	98	0	0	95
266	99	0	0	95
267	97	0	0	93
268	98	0	0	94
269	98	0	0	95
270	98	0	0	95
271	98	0	0	93
272	97	0	0	94
273	99	0	0	96
274	98	0	0	95
275	97	0	0	94
276	99	0	0	95
277	97	0	0	93
278	97	0	0	93
279	98	0	0	94
280	97	0	0	94
281	97	0	0	94
282	98	0	0	95
283	97	0	0	93
284	98	0	0	94
285	97	0	0	93
286	98	0	0	94
287	98	0	0	94
288	98	0	0	94
289	99	0	0	95
290	98	0	0	94
291	97	0	0	94
292	97	0	0	94
293	97	0	0	93
294	97	0	0	93
295	98	0	0	94
296	97	0	0	93
297	97	0	0	93
298	98	0	0	94
299	98	0	0	94
300	99	0	0	96
301	96	0	0	93
302	97	0	0	93
303	97	0	0	93
304	98	0	0	93
305	99	0	0	95
306	97	0	0	94
307	97	0	0	93
308	98	0	0	94
309	98	0	0	95
310	98	0	0	94
311	96	0	0	93
312	98	0	0	94
