epoch,loss,val_acc_gauss,val_acc_real
1,0.384860,91.511000,90.137000
2,0.253050,92.934000,92.484000
3,0.231130,89.688000,87.995000
4,0.215380,93.343000,92.378000
5,0.187690,90.873000,89.181000
6,0.141650,92.067000,90.816000
