step,E,var
0,5.26421120,2.41e+0
500,-5.99940632,2.79e-3
1000,-5.99983189,7.85e-4
1500,-5.99991476,4.02e-4
2000,-5.99994417,2.63e-4
2500,-5.99995765,1.99e-4
3000,-5.99996510,1.65e-4
3500,-5.99996798,1.51e-4
4000,-5.99996975,1.43e-4
