step,E,var
0,-1.53333333,3.98e+0
500,-6.45000631,1.95e-1
1000,-6.48183397,1.29e-1
1500,-6.49231810,1.06e-1
2000,-6.49726681,9.32e-2
2500,-6.49973528,8.66e-2
3000,-6.50125499,8.28e-2
3500,-6.50207196,8.09e-2
4000,-6.50251034,7.98e-2
