step,E,var
0,3.28940532,7.93e+0
500,-6.34593763,3.81e-1
1000,-6.42384589,2.19e-1
1500,-6.43981155,1.69e-1
2000,-6.44777819,1.46e-1
2500,-6.45132626,1.34e-1
3000,-6.45322147,1.28e-1
3500,-6.45418684,1.25e-1
4000,-6.45470981,1.23e-1
