step,E,var
0,6.13042965,3.28e+0
500,-6.04630737,4.65e-1
1000,-6.11370113,4.17e-1
1500,-6.13571587,3.95e-1
2000,-6.18715047,4.34e-1
2500,-6.28149906,3.30e-1
3000,-6.28874974,3.12e-1
3500,-6.29332326,3.10e-1
4000,-6.29895378,3.12e-1
