step,E,var
0,-2.53333333,3.98e+0
500,-5.99956464,2.00e-3
1000,-5.99984304,7.22e-4
1500,-5.99991473,3.92e-4
2000,-5.99994328,2.61e-4
2500,-5.99995691,1.98e-4
3000,-5.99996382,1.66e-4
3500,-5.99996725,1.51e-4
4000,-5.99996906,1.42e-4
