step,E,var
0,-3.53333333,3.98e+0
500,-6.31446231,1.56e-1
1000,-6.35547298,8.06e-2
1500,-6.37338146,8.78e-2
2000,-6.39225955,8.75e-2
2500,-6.42191792,8.39e-2
3000,-6.43211769,5.91e-2
3500,-6.43396922,5.10e-2
4000,-6.43684851,4.28e-2
