step,E,var
0,2.82324195,6.05e+0
500,-5.98518905,6.34e-2
1000,-5.99984038,4.81e-4
1500,-5.99981630,4.03e-4
2000,-5.99994788,1.66e-4
2500,-5.99995540,1.44e-4
3000,-5.99996896,1.07e-4
3500,-5.99997181,9.77e-5
4000,-5.99997680,8.49e-5
