step,E,var
0,-2.53333333,3.98e+0
500,-5.99976889,4.56e-4
1000,-5.99978853,3.68e-4
1500,-5.99993532,1.28e-4
2000,-5.99995161,9.83e-5
2500,-5.99997265,5.92e-5
3000,-5.99998014,4.69e-5
3500,-5.99998577,3.63e-5
4000,-5.99998531,3.77e-5
