epoch,loss,val_acc_gauss,val_acc_real
1,0.357760,92.591000,92.026000
2,0.241800,93.392000,92.877000
3,0.221970,83.243000,81.068000
4,0.200560,91.307000,90.268000
5,0.137870,82.450000,80.815000
6,0.028280,90.587000,90.064000
